"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"114 
Pike County","15",".09%","100.00%","","","","15",".08%"
"115 
Polk County","65",".40%","82.28%","14",".66%","17.72%","79",".43%"
"116 
Pulaski County","16",".10%","100.00%","","","","16",".09%"
"117 
Putnam County","58",".36%","95.08%","3",".14%","4.92%","61",".33%"
"118 
Quitman County","3",".02%","75.00%","1",".05%","25.00%","4",".02%"
"119 
Rabun County","39",".24%","88.64%","5",".23%","11.36%","44",".24%"
"120 
Randolph County","23",".14%","88.46%","3",".14%","11.54%","26",".14%"
"121 
Richmond County","580","3.59%","88.82%","73","3.42%","11.18%","653","3.57%"
"122 
Rockdale County","197","1.22%","89.14%","24","1.12%","10.86%","221","1.21%"
"123 
Schley County","6",".04%","100.00%","","","","6",".03%"
"124 
Screven County","36",".22%","94.74%","2",".09%","5.26%","38",".21%"
"125 
Seminole County","24",".15%","92.31%","2",".09%","7.69%","26",".14%"
"126 
Spalding County","201","1.24%","85.90%","33","1.55%","14.10%","234","1.28%"
"127 
Stephens County","63",".39%","82.89%","13",".61%","17.11%","76",".42%"
"128 
Stewart County","9",".06%","100.00%","","","","9",".05%"
"129 
Sumter County","56",".35%","91.80%","5",".23%","8.20%","61",".33%"
"130 
Talbot County","5",".03%","83.33%","1",".05%","16.67%","6",".03%"
"131 
Taliaferro County","1",".01%","50.00%","1",".05%","50.00%","2",".01%"
"132 
Tattnall County","62",".38%","78.48%","17",".80%","21.52%","79",".43%"
"133 
Taylor County","24",".15%","92.31%","2",".09%","7.69%","26",".14%"
"134 
Telfair County","36",".22%","90.00%","4",".19%","10.00%","40",".22%"
"135 
Terrell County","17",".11%","85.00%","3",".14%","15.00%","20",".11%"
"136 
Thomas County","58",".36%","90.63%","6",".28%","9.38%","64",".35%"
"137 
Tift County","83",".51%","88.30%","11",".52%","11.70%","94",".51%"
"138 
Toombs County","107",".66%","83.59%","21",".98%","16.41%","128",".70%"
"139 
Towns County","19",".12%","76.00%","6",".28%","24.00%","25",".14%"
"140 
Treutlen County","19",".12%","86.36%","3",".14%","13.64%","22",".12%"
"141 
Troup County","206","1.27%","88.79%","26","1.22%","11.21%","232","1.27%"
"142 
Turner County","12",".07%","92.31%","1",".05%","7.69%","13",".07%"
"143 
Twiggs County","18",".11%","94.74%","1",".05%","5.26%","19",".10%"
"144 
Union County","51",".32%","77.27%","15",".70%","22.73%","66",".36%"
"145 
Upson County","66",".41%","81.48%","15",".70%","18.52%","81",".44%"
"146 
Walker County","159",".98%","84.57%","29","1.36%","15.43%","188","1.03%"
"147 
Walton County","316","1.95%","86.34%","50","2.34%","13.66%","366","2.00%"
"148 
Ware County","108",".67%","87.10%","16",".75%","12.90%","124",".68%"
"149 
Warren County","10",".06%","100.00%","","","","10",".05%"
"150 
Washington County","52",".32%","89.66%","6",".28%","10.34%","58",".32%"
"151 
Wayne County","49",".30%","85.96%","8",".37%","14.04%","57",".31%"
