"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"114
Pike County","6",".04%","100.00%","","","","6",".03%"
"115
Polk County","62",".40%","95.38%","3",".15%","4.62%","65",".37%"
"116
Pulaski County","14",".09%","87.50%","2",".10%","12.50%","16",".09%"
"117
Putnam County","43",".27%","97.73%","1",".05%","2.27%","44",".25%"
"118
Quitman County","3",".02%","100.00%","","","","3",".02%"
"119
Rabun County","14",".09%","87.50%","2",".10%","12.50%","16",".09%"
"120
Randolph County","15",".10%","88.24%","2",".10%","11.76%","17",".10%"
"121
Richmond County","516","3.30%","92.47%","42","2.06%","7.53%","558","3.16%"
"122
Rockdale County","166","1.06%","85.13%","29","1.42%","14.87%","195","1.10%"
"123
Schley County","5",".03%","83.33%","1",".05%","16.67%","6",".03%"
"124
Screven County","29",".19%","90.63%","3",".15%","9.38%","32",".18%"
"125
Seminole County","19",".12%","90.48%","2",".10%","9.52%","21",".12%"
"126
Spalding County","183","1.17%","86.32%","29","1.42%","13.68%","212","1.20%"
"127
Stephens County","65",".42%","91.55%","6",".29%","8.45%","71",".40%"
"128
Stewart County","14",".09%","100.00%","","","","14",".08%"
"129
Sumter County","62",".40%","92.54%","5",".25%","7.46%","67",".38%"
"130
Talbot County","10",".06%","83.33%","2",".10%","16.67%","12",".07%"
"131
Taliaferro County","6",".04%","100.00%","","","","6",".03%"
"132
Tattnall County","47",".30%","74.60%","16",".78%","25.40%","63",".36%"
"133
Taylor County","18",".12%","85.71%","3",".15%","14.29%","21",".12%"
"134
Telfair County","37",".24%","92.50%","3",".15%","7.50%","40",".23%"
"135
Terrell County","25",".16%","92.59%","2",".10%","7.41%","27",".15%"
"136
Thomas County","53",".34%","86.89%","8",".39%","13.11%","61",".34%"
"137
Tift County","88",".56%","91.67%","8",".39%","8.33%","96",".54%"
"138
Toombs County","92",".59%","90.20%","10",".49%","9.80%","102",".58%"
"139
Towns County","14",".09%","77.78%","4",".20%","22.22%","18",".10%"
"140
Treutlen County","23",".15%","85.19%","4",".20%","14.81%","27",".15%"
"141
Troup County","224","1.43%","83.90%","43","2.11%","16.10%","267","1.51%"
"142
Turner County","24",".15%","96.00%","1",".05%","4.00%","25",".14%"
"143
Twiggs County","18",".12%","90.00%","2",".10%","10.00%","20",".11%"
"144
Union County","40",".26%","88.89%","5",".25%","11.11%","45",".25%"
"145
Upson County","59",".38%","89.39%","7",".34%","10.61%","66",".37%"
"146
Walker County","140",".89%","80.92%","33","1.62%","19.08%","173",".98%"
"147
Walton County","186","1.19%","84.16%","35","1.72%","15.84%","221","1.25%"
"148
Ware County","95",".61%","87.16%","14",".69%","12.84%","109",".62%"
"149
Warren County","10",".06%","83.33%","2",".10%","16.67%","12",".07%"
"150
Washington County","50",".32%","90.91%","5",".25%","9.09%","55",".31%"
"151
Wayne County","34",".22%","91.89%","3",".15%","8.11%","37",".21%"
