"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"114
Pike County","16",".09%","84.21%","3",".15%","15.79%","19",".10%"
"115
Polk County","71",".41%","89.87%","8",".41%","10.13%","79",".41%"
"116
Pulaski County","24",".14%","92.31%","2",".10%","7.69%","26",".13%"
"117
Putnam County","47",".27%","92.16%","4",".20%","7.84%","51",".26%"
"118
Quitman County","5",".03%","100.00%","","","","5",".03%"
"119
Rabun County","16",".09%","72.73%","6",".30%","27.27%","22",".11%"
"120
Randolph County","18",".10%","85.71%","3",".15%","14.29%","21",".11%"
"121
Richmond County","494","2.85%","94.64%","28","1.42%","5.36%","522","2.70%"
"122
Rockdale County","188","1.08%","87.44%","27","1.37%","12.56%","215","1.11%"
"123
Schley County","6",".03%","100.00%","","","","6",".03%"
"124
Screven County","28",".16%","100.00%","","","","28",".14%"
"125
Seminole County","11",".06%","91.67%","1",".05%","8.33%","12",".06%"
"126
Spalding County","210","1.21%","86.78%","32","1.63%","13.22%","242","1.25%"
"127
Stephens County","74",".43%","86.05%","12",".61%","13.95%","86",".45%"
"128
Stewart County","11",".06%","84.62%","2",".10%","15.38%","13",".07%"
"129
Sumter County","86",".50%","89.58%","10",".51%","10.42%","96",".50%"
"130
Talbot County","13",".07%","100.00%","","","","13",".07%"
"131
Taliaferro County","10",".06%","100.00%","","","","10",".05%"
"132
Tattnall County","50",".29%","90.91%","5",".25%","9.09%","55",".28%"
"133
Taylor County","33",".19%","86.84%","5",".25%","13.16%","38",".20%"
"134
Telfair County","33",".19%","78.57%","9",".46%","21.43%","42",".22%"
"135
Terrell County","17",".10%","94.44%","1",".05%","5.56%","18",".09%"
"136
Thomas County","74",".43%","93.67%","5",".25%","6.33%","79",".41%"
"137
Tift County","57",".33%","86.36%","9",".46%","13.64%","66",".34%"
"138
Toombs County","83",".48%","83.00%","17",".86%","17.00%","100",".52%"
"139
Towns County","23",".13%","79.31%","6",".30%","20.69%","29",".15%"
"140
Treutlen County","29",".17%","100.00%","","","","29",".15%"
"141
Troup County","271","1.56%","90.33%","29","1.47%","9.67%","300","1.55%"
"142
Turner County","18",".10%","90.00%","2",".10%","10.00%","20",".10%"
"143
Twiggs County","24",".14%","92.31%","2",".10%","7.69%","26",".13%"
"144
Union County","46",".27%","80.70%","11",".56%","19.30%","57",".30%"
"145
Upson County","71",".41%","92.21%","6",".30%","7.79%","77",".40%"
"146
Walker County","124",".71%","87.94%","17",".86%","12.06%","141",".73%"
"147
Walton County","176","1.01%","84.21%","33","1.68%","15.79%","209","1.08%"
"148
Ware County","83",".48%","87.37%","12",".61%","12.63%","95",".49%"
"149
Warren County","7",".04%","87.50%","1",".05%","12.50%","8",".04%"
"150
Washington County","35",".20%","92.11%","3",".15%","7.89%","38",".20%"
"151
Wayne County","45",".26%","90.00%","5",".25%","10.00%","50",".26%"
