"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"081   Jefferson County","22","0.18%","95.65%","1","0.06%","4.35%","23","0.17%"
"082   Jenkins County","12","0.1%","85.71%","2","0.12%","14.29%","14","0.1%"
"083   Johnson County","10","0.08%","90.91%","1","0.06%","9.09%","11","0.08%"
"084   Jones County","44","0.36%","88.0%","6","0.37%","12.0%","50","0.36%"
"085   Lamar County","21","0.17%","91.3%","2","0.12%","8.7%","23","0.17%"
"086   Lanier County","15","0.12%","78.95%","4","0.25%","21.05%","19","0.14%"
"087   Laurens County","52","0.43%","85.25%","9","0.56%","14.75%","61","0.44%"
"088   Lee County","9","0.07%","90.0%","1","0.06%","10.0%","10","0.07%"
"089   Liberty County","72","0.59%","90.0%","8","0.5%","10.0%","80","0.58%"
"090   Lincoln County","8","0.07%","88.89%","1","0.06%","11.11%","9","0.07%"
"091   Long County","14","0.12%","93.33%","1","0.06%","6.67%","15","0.11%"
"092   Lowndes County","96","0.79%","91.43%","9","0.56%","8.57%","105","0.77%"
"093   Lumpkin County","21","0.17%","87.5%","3","0.19%","12.5%","24","0.17%"
"094   Macon County","12","0.1%","100.0%","","","","12","0.09%"
"095   Madison County","31","0.26%","81.58%","7","0.44%","18.42%","38","0.28%"
"096   Marion County","8","0.07%","88.89%","1","0.06%","11.11%","9","0.07%"
"097   Mcduffie County","29","0.24%","90.63%","3","0.19%","9.38%","32","0.23%"
"098   Mcintosh County","21","0.17%","87.5%","3","0.19%","12.5%","24","0.17%"
"099   Meriwether County","42","0.35%","97.67%","1","0.06%","2.33%","43","0.31%"
"100   Miller County","12","0.1%","92.31%","1","0.06%","7.69%","13","0.09%"
"101   Mitchell County","35","0.29%","83.33%","7","0.44%","16.67%","42","0.31%"
"102   Monroe County","58","0.48%","77.33%","17","1.06%","22.67%","75","0.55%"
"103   Montgomery County","14","0.12%","87.5%","2","0.12%","12.5%","16","0.12%"
"104   Morgan County","36","0.3%","85.71%","6","0.37%","14.29%","42","0.31%"
"105   Murray County","98","0.81%","80.99%","23","1.43%","19.01%","121","0.88%"
"106   Muscogee County","314","2.59%","92.63%","25","1.56%","7.37%","339","2.47%"
"107   Newton County","222","1.83%","90.24%","24","1.49%","9.76%","246","1.79%"
