"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"115
Polk County","62",".39%","86.11%","10",".47%","13.89%","72",".40%"
"116
Pulaski County","13",".08%","100.00%","","","","13",".07%"
"117
Putnam County","58",".36%","84.06%","11",".52%","15.94%","69",".38%"
"118
Quitman County","2",".01%","100.00%","","","","2",".01%"
"119
Rabun County","21",".13%","87.50%","3",".14%","12.50%","24",".13%"
"120
Randolph County","22",".14%","84.62%","4",".19%","15.38%","26",".14%"
"121
Richmond County","646","4.04%","90.60%","67","3.18%","9.40%","713","3.94%"
"122
Rockdale County","168","1.05%","87.50%","24","1.14%","12.50%","192","1.06%"
"123
Schley County","4",".03%","100.00%","","","","4",".02%"
"124
Screven County","31",".19%","93.94%","2",".09%","6.06%","33",".18%"
"125
Seminole County","25",".16%","71.43%","10",".47%","28.57%","35",".19%"
"126
Spalding County","168","1.05%","90.32%","18",".85%","9.68%","186","1.03%"
"127
Stephens County","59",".37%","84.29%","11",".52%","15.71%","70",".39%"
"128
Stewart County","7",".04%","100.00%","","","","7",".04%"
"129
Sumter County","58",".36%","95.08%","3",".14%","4.92%","61",".34%"
"130
Talbot County","8",".05%","88.89%","1",".05%","11.11%","9",".05%"
"131
Taliaferro County","4",".03%","100.00%","","","","4",".02%"
"132
Tattnall County","54",".34%","83.08%","11",".52%","16.92%","65",".36%"
"133
Taylor County","33",".21%","91.67%","3",".14%","8.33%","36",".20%"
"134
Telfair County","37",".23%","84.09%","7",".33%","15.91%","44",".24%"
"135
Terrell County","22",".14%","91.67%","2",".09%","8.33%","24",".13%"
"136
Thomas County","57",".36%","90.48%","6",".28%","9.52%","63",".35%"
"137
Tift County","70",".44%","89.74%","8",".38%","10.26%","78",".43%"
"138
Toombs County","75",".47%","86.21%","12",".57%","13.79%","87",".48%"
"139
Towns County","16",".10%","76.19%","5",".24%","23.81%","21",".12%"
"140
Treutlen County","20",".13%","83.33%","4",".19%","16.67%","24",".13%"
"141
Troup County","194","1.21%","85.84%","32","1.52%","14.16%","226","1.25%"
"142
Turner County","12",".08%","100.00%","","","","12",".07%"
"143
Twiggs County","12",".08%","100.00%","","","","12",".07%"
"144
Union County","35",".22%","85.37%","6",".28%","14.63%","41",".23%"
"145
Upson County","63",".39%","82.89%","13",".62%","17.11%","76",".42%"
"146
Walker County","124",".78%","78.48%","34","1.61%","21.52%","158",".87%"
"147
Walton County","224","1.40%","88.19%","30","1.42%","11.81%","254","1.40%"
"148
Ware County","161","1.01%","86.10%","26","1.23%","13.90%","187","1.03%"
"149
Warren County","3",".02%","100.00%","","","","3",".02%"
"150
Washington County","48",".30%","87.27%","7",".33%","12.73%","55",".30%"
"151
Wayne County","42",".26%","89.36%","5",".24%","10.64%","47",".26%"
"152
Webster County","4",".03%","100.00%","","","","4",".02%"
