"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"78
Jackson","68",".36%","88.31%","9",".34%","11.69%","77",".36%"
"79
Jasper","31",".16%","93.94%","2",".08%","6.06%","33",".15%"
"80
Jeff Davis","34",".18%","97.14%","1",".04%","2.86%","35",".16%"
"81
Jefferson","18",".10%","94.74%","1",".04%","5.26%","19",".09%"
"82
Jenkins","22",".12%","95.65%","1",".04%","4.35%","23",".11%"
"83
Johnson","23",".12%","100.00%","","","","23",".11%"
"84
Jones","78",".41%","85.71%","13",".50%","14.29%","91",".42%"
"85
Lamar","26",".14%","86.67%","4",".15%","13.33%","30",".14%"
"86
Lanier","13",".07%","86.67%","2",".08%","13.33%","15",".07%"
"87
Laurens","102",".54%","91.07%","10",".38%","8.93%","112",".52%"
"88
Lee","40",".21%","90.91%","4",".15%","9.09%","44",".20%"
"89
Liberty","84",".44%","94.38%","5",".19%","5.62%","89",".41%"
"90
Lincoln","14",".07%","100.00%","","","","14",".07%"
"91
Long","30",".16%","93.75%","2",".08%","6.25%","32",".15%"
"92
Lowndes","257","1.36%","90.49%","27","1.03%","9.51%","284","1.32%"
"93
Lumpkin","57",".30%","90.48%","6",".23%","9.52%","63",".29%"
"94
Macon","15",".08%","78.95%","4",".15%","21.05%","19",".09%"
"95
Madison","69",".37%","95.83%","3",".11%","4.17%","72",".33%"
"96
Marion","27",".14%","100.00%","","","","27",".13%"
"97
Mcduffie","52",".28%","96.30%","2",".08%","3.70%","54",".25%"
"98
Mcintosh","24",".13%","88.89%","3",".11%","11.11%","27",".13%"
"99
Meriwether","75",".40%","94.94%","4",".15%","5.06%","79",".37%"
"100
Miller","9",".05%","90.00%","1",".04%","10.00%","10",".05%"
"101
Mitchell","69",".37%","92.00%","6",".23%","8.00%","75",".35%"
"102
Monroe","75",".40%","80.65%","18",".69%","19.35%","93",".43%"
"103
Montgomery","22",".12%","91.67%","2",".08%","8.33%","24",".11%"
"104
Morgan","30",".16%","78.95%","8",".31%","21.05%","38",".18%"
"105
Murray","135",".72%","90.60%","14",".54%","9.40%","149",".69%"
"106
Muscogee","608","3.22%","86.49%","95","3.64%","13.51%","703","3.27%"
"107
Newton","285","1.51%","83.33%","57","2.18%","16.67%","342","1.59%"
"108
Oconee","23",".12%","85.19%","4",".15%","14.81%","27",".13%"
"109
Oglethorpe","16",".08%","94.12%","1",".04%","5.88%","17",".08%"
"110
Paulding","68",".36%","90.67%","7",".27%","9.33%","75",".35%"
"111
Peach","27",".14%","100.00%","","","","27",".13%"
"112
Pickens","30",".16%","85.71%","5",".19%","14.29%","35",".16%"
"113
Pierce","13",".07%","100.00%","","","","13",".06%"
"114
Pike","16",".08%","94.12%","1",".04%","5.88%","17",".08%"
"115
Polk","41",".22%","89.13%","5",".19%","10.87%","46",".21%"
