"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"076
Houston County","211","1.10%","90.17%","23","1.18%","9.83%","234","1.11%"
"077
Irwin County","20",".10%","95.24%","1",".05%","4.76%","21",".10%"
"078
Jackson County","80",".42%","91.95%","7",".36%","8.05%","87",".41%"
"079
Jasper County","27",".14%","81.82%","6",".31%","18.18%","33",".16%"
"080
Jeff Davis County","19",".10%","90.48%","2",".10%","9.52%","21",".10%"
"081
Jefferson County","56",".29%","94.92%","3",".15%","5.08%","59",".28%"
"082
Jenkins County","13",".07%","92.86%","1",".05%","7.14%","14",".07%"
"083
Johnson County","13",".07%","86.67%","2",".10%","13.33%","15",".07%"
"084
Jones County","63",".33%","91.30%","6",".31%","8.70%","69",".33%"
"085
Lamar County","35",".18%","92.11%","3",".15%","7.89%","38",".18%"
"086
Lanier County","16",".08%","88.89%","2",".10%","11.11%","18",".09%"
"087
Laurens County","100",".52%","95.24%","5",".26%","4.76%","105",".50%"
"088
Lee County","21",".11%","95.45%","1",".05%","4.55%","22",".10%"
"089
Liberty County","119",".62%","93.70%","8",".41%","6.30%","127",".60%"
"090
Lincoln County","4",".02%","100.00%","","","","4",".02%"
"091
Long County","22",".12%","95.65%","1",".05%","4.35%","23",".11%"
"092
Lowndes County","151",".79%","90.96%","15",".77%","9.04%","166",".79%"
"093
Lumpkin County","37",".19%","77.08%","11",".56%","22.92%","48",".23%"
"094
Macon County","19",".10%","100.00%","","","","19",".09%"
"095
Madison County","42",".22%","100.00%","","","","42",".20%"
"096
Marion County","5",".03%","71.43%","2",".10%","28.57%","7",".03%"
"097
Mcduffie County","52",".27%","91.23%","5",".26%","8.77%","57",".27%"
"098
Mcintosh County","28",".15%","100.00%","","","","28",".13%"
"099
Meriwether County","75",".39%","94.94%","4",".20%","5.06%","79",".38%"
"100
Miller County","9",".05%","100.00%","","","","9",".04%"
"101
Mitchell County","69",".36%","90.79%","7",".36%","9.21%","76",".36%"
"102
Monroe County","70",".37%","92.11%","6",".31%","7.89%","76",".36%"
"103
Montgomery County","18",".09%","90.00%","2",".10%","10.00%","20",".09%"
"104
Morgan County","49",".26%","85.96%","8",".41%","14.04%","57",".27%"
"105
Murray County","86",".45%","93.48%","6",".31%","6.52%","92",".44%"
"106
Muscogee County","450","2.36%","93.75%","30","1.54%","6.25%","480","2.28%"
"107
Newton County","267","1.40%","86.97%","40","2.05%","13.03%","307","1.46%"
"108
Oconee County","23",".12%","92.00%","2",".10%","8.00%","25",".12%"
"109
Oglethorpe County","22",".12%","95.65%","1",".05%","4.35%","23",".11%"
"110
Paulding County","105",".55%","88.98%","13",".67%","11.02%","118",".56%"
"111
Peach County","16",".08%","100.00%","","","","16",".08%"
"112
Pickens County","60",".31%","93.75%","4",".20%","6.25%","64",".30%"
"113
Pierce County","17",".09%","89.47%","2",".10%","10.53%","19",".09%"
