"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"000   Unknown","27","0.22%","87.1%","4","0.21%","12.9%","31","0.22%"
"001   Appling County","26","0.22%","86.67%","4","0.21%","13.33%","30","0.22%"
"002   Atkinson County","8","0.07%","80.0%","2","0.11%","20.0%","10","0.07%"
"003   Bacon County","17","0.14%","85.0%","3","0.16%","15.0%","20","0.14%"
"004   Baker County","1","0.01%","33.33%","2","0.11%","66.67%","3","0.02%"
"005   Baldwin County","70","0.58%","85.37%","12","0.64%","14.63%","82","0.59%"
"006   Banks County","31","0.26%","73.81%","11","0.59%","26.19%","42","0.3%"
"007   Barrow County","109","0.9%","81.34%","25","1.34%","18.66%","134","0.96%"
"008   Bartow County","108","0.89%","83.08%","22","1.18%","16.92%","130","0.93%"
"009   Ben Hill County","36","0.3%","87.8%","5","0.27%","12.2%","41","0.29%"
"010   Berrien County","41","0.34%","82.0%","9","0.48%","18.0%","50","0.36%"
"011   Bibb County","166","1.37%","93.26%","12","0.64%","6.74%","178","1.28%"
"012   Bleckley County","16","0.13%","84.21%","3","0.16%","15.79%","19","0.14%"
"013   Brantley County","27","0.22%","90.0%","3","0.16%","10.0%","30","0.22%"
"014   Brooks County","16","0.13%","88.89%","2","0.11%","11.11%","18","0.13%"
"015   Bryan County","45","0.37%","86.54%","7","0.37%","13.46%","52","0.37%"
"016   Bulloch County","140","1.16%","91.5%","13","0.69%","8.5%","153","1.1%"
"017   Burke County","30","0.25%","88.24%","4","0.21%","11.76%","34","0.24%"
"018   Butts County","30","0.25%","85.71%","5","0.27%","14.29%","35","0.25%"
"019   Calhoun County","9","0.07%","100.0%","","","","9","0.06%"
"020   Camden County","34","0.28%","85.0%","6","0.32%","15.0%","40","0.29%"
"021   Candler County","22","0.18%","81.48%","5","0.27%","18.52%","27","0.19%"
"022   Carroll County","145","1.2%","86.31%","23","1.23%","13.69%","168","1.2%"
"023   Catoosa County","129","1.07%","75.44%","42","2.24%","24.56%","171","1.23%"
"024   Charlton County","18","0.15%","81.82%","4","0.21%","18.18%","22","0.16%"
"025   Chatham County","277","2.29%","90.52%","29","1.55%","9.48%","306","2.19%"
"026   Chattahoochee County","6","0.05%","100.0%","","","","6","0.04%"
