"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"115
Polk","48",".30%","90.57%","5",".26%","9.43%","53",".29%"
"116
Pulaski","35",".22%","85.37%","6",".31%","14.63%","41",".23%"
"117
Putnam","59",".36%","89.39%","7",".37%","10.61%","66",".37%"
"118
Quitman","","","","1",".05%","100.00%","1",".01%"
"119
Rabun","29",".18%","100.00%","","","","29",".16%"
"120
Randolph","19",".12%","86.36%","3",".16%","13.64%","22",".12%"
"121
Richmond","604","3.73%","89.48%","71","3.73%","10.52%","675","3.73%"
"122
Rockdale","165","1.02%","83.33%","33","1.73%","16.67%","198","1.10%"
"123
Schley","9",".06%","100.00%","","","","9",".05%"
"124
Screven","53",".33%","92.98%","4",".21%","7.02%","57",".32%"
"125
Seminole","30",".19%","100.00%","","","","30",".17%"
"126
Spalding","276","1.71%","90.49%","29","1.52%","9.51%","305","1.69%"
"127
Stephens","77",".48%","95.06%","4",".21%","4.94%","81",".45%"
"128
Stewart","10",".06%","90.91%","1",".05%","9.09%","11",".06%"
"129
Sumter","63",".39%","91.30%","6",".31%","8.70%","69",".38%"
"130
Talbot","10",".06%","90.91%","1",".05%","9.09%","11",".06%"
"132
Tattnall","28",".17%","90.32%","3",".16%","9.68%","31",".17%"
"133
Taylor","31",".19%","100.00%","","","","31",".17%"
"134
Telfair","46",".28%","88.46%","6",".31%","11.54%","52",".29%"
"135
Terrell","21",".13%","100.00%","","","","21",".12%"
"136
Thomas","75",".46%","89.29%","9",".47%","10.71%","84",".46%"
"137
Tift","76",".47%","91.57%","7",".37%","8.43%","83",".46%"
"138
Toombs","73",".45%","86.90%","11",".58%","13.10%","84",".46%"
"139
Towns","11",".07%","91.67%","1",".05%","8.33%","12",".07%"
"140
Treutlen","11",".07%","100.00%","","","","11",".06%"
"141
Troup","266","1.64%","90.78%","27","1.42%","9.22%","293","1.62%"
"142
Turner","12",".07%","92.31%","1",".05%","7.69%","13",".07%"
"143
Twiggs","12",".07%","92.31%","1",".05%","7.69%","13",".07%"
"144
Union","22",".14%","91.67%","2",".10%","8.33%","24",".13%"
"145
Upson","86",".53%","92.47%","7",".37%","7.53%","93",".51%"
"146
Walker","98",".61%","85.96%","16",".84%","14.04%","114",".63%"
"147
Walton","130",".80%","89.66%","15",".79%","10.34%","145",".80%"
"148
Ware","100",".62%","87.72%","14",".73%","12.28%","114",".63%"
"149
Warren","8",".05%","80.00%","2",".10%","20.00%","10",".06%"
"150
Washington","39",".24%","95.12%","2",".10%","4.88%","41",".23%"
"151
Wayne","57",".35%","89.06%","7",".37%","10.94%","64",".35%"
"152
Webster","1",".01%","100.00%","","","","1",".01%"
"153
Wheeler","11",".07%","100.00%","","","","11",".06%"
