"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"076 
Houston County","203","1.55%","89.82%","23","1.32%","10.18%","226","1.52%"
"077 
Irwin County","16",".12%","100.00%","","","","16",".11%"
"078 
Jackson County","62",".47%","88.57%","8",".46%","11.43%","70",".47%"
"079 
Jasper County","23",".18%","88.46%","3",".17%","11.54%","26",".18%"
"080 
Jeff Davis County","30",".23%","90.91%","3",".17%","9.09%","33",".22%"
"081 
Jefferson County","29",".22%","90.63%","3",".17%","9.38%","32",".22%"
"082 
Jenkins County","11",".08%","78.57%","3",".17%","21.43%","14",".09%"
"083 
Johnson County","9",".07%","100.00%","","","","9",".06%"
"084 
Jones County","57",".44%","93.44%","4",".23%","6.56%","61",".41%"
"085 
Lamar County","32",".24%","91.43%","3",".17%","8.57%","35",".24%"
"086 
Lanier County","20",".15%","86.96%","3",".17%","13.04%","23",".16%"
"087 
Laurens County","65",".50%","80.25%","16",".92%","19.75%","81",".55%"
"088 
Lee County","30",".23%","96.77%","1",".06%","3.23%","31",".21%"
"089 
Liberty County","56",".43%","88.89%","7",".40%","11.11%","63",".42%"
"090 
Lincoln County","9",".07%","100.00%","","","","9",".06%"
"091 
Long County","8",".06%","88.89%","1",".06%","11.11%","9",".06%"
"092 
Lowndes County","125",".95%","93.98%","8",".46%","6.02%","133",".90%"
"093 
Lumpkin County","31",".24%","88.57%","4",".23%","11.43%","35",".24%"
"094 
Macon County","8",".06%","100.00%","","","","8",".05%"
"095 
Madison County","46",".35%","90.20%","5",".29%","9.80%","51",".34%"
"096 
Marion County","3",".02%","100.00%","","","","3",".02%"
"097 
Mcduffie County","28",".21%","96.55%","1",".06%","3.45%","29",".20%"
"098 
Mcintosh County","15",".11%","83.33%","3",".17%","16.67%","18",".12%"
"099 
Meriwether County","35",".27%","89.74%","4",".23%","10.26%","39",".26%"
"100 
Miller County","21",".16%","91.30%","2",".12%","8.70%","23",".16%"
"101 
Mitchell County","47",".36%","92.16%","4",".23%","7.84%","51",".34%"
"102 
Monroe County","71",".54%","80.68%","17",".98%","19.32%","88",".59%"
"103 
Montgomery County","10",".08%","83.33%","2",".12%","16.67%","12",".08%"
"104 
Morgan County","49",".37%","89.09%","6",".35%","10.91%","55",".37%"
"105 
Murray County","153","1.17%","80.95%","36","2.07%","19.05%","189","1.27%"
"106 
Muscogee County","264","2.02%","91.35%","25","1.44%","8.65%","289","1.95%"
"107 
Newton County","210","1.60%","86.42%","33","1.90%","13.58%","243","1.64%"
"108 
Oconee County","11",".08%","78.57%","3",".17%","21.43%","14",".09%"
"109 
Oglethorpe County","21",".16%","91.30%","2",".12%","8.70%","23",".16%"
"110 
Paulding County","75",".57%","89.29%","9",".52%","10.71%","84",".57%"
"111 
Peach County","18",".14%","90.00%","2",".12%","10.00%","20",".13%"
"112 
Pickens County","23",".18%","85.19%","4",".23%","14.81%","27",".18%"
"113 
Pierce County","28",".21%","82.35%","6",".35%","17.65%","34",".23%"
