"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"135   Terrell County","8","0.07%","100.0%","","","","8","0.06%"
"136   Thomas County","54","0.45%","94.74%","3","0.19%","5.26%","57","0.42%"
"137   Tift County","72","0.59%","93.51%","5","0.31%","6.49%","77","0.56%"
"138   Toombs County","63","0.52%","90.0%","7","0.44%","10.0%","70","0.51%"
"139   Towns County","25","0.21%","80.65%","6","0.37%","19.35%","31","0.23%"
"140   Treutlen County","14","0.12%","73.68%","5","0.31%","26.32%","19","0.14%"
"141   Troup County","157","1.3%","88.2%","21","1.31%","11.8%","178","1.3%"
"142   Turner County","19","0.16%","90.48%","2","0.12%","9.52%","21","0.15%"
"143   Twiggs County","19","0.16%","90.48%","2","0.12%","9.52%","21","0.15%"
"144   Union County","31","0.26%","88.57%","4","0.25%","11.43%","35","0.26%"
"145   Upson County","61","0.5%","87.14%","9","0.56%","12.86%","70","0.51%"
"146   Walker County","126","1.04%","85.14%","22","1.37%","14.86%","148","1.08%"
"147   Walton County","253","2.09%","82.95%","52","3.24%","17.05%","305","2.22%"
"148   Ware County","80","0.66%","85.11%","14","0.87%","14.89%","94","0.68%"
"149   Warren County","3","0.02%","100.0%","","","","3","0.02%"
"150   Washington County","31","0.26%","83.78%","6","0.37%","16.22%","37","0.27%"
"151   Wayne County","52","0.43%","85.25%","9","0.56%","14.75%","61","0.44%"
"152   Webster County","3","0.02%","100.0%","","","","3","0.02%"
"153   Wheeler County","8","0.07%","61.54%","5","0.31%","38.46%","13","0.09%"
"154   White County","27","0.22%","93.1%","2","0.12%","6.9%","29","0.21%"
"155   Whitfield County","298","2.46%","81.42%","68","4.23%","18.58%","366","2.67%"
"156   Wilcox County","13","0.11%","76.47%","4","0.25%","23.53%","17","0.12%"
"157   Wilkes County","14","0.12%","100.0%","","","","14","0.1%"
"158   Wilkinson County","9","0.07%","100.0%","","","","9","0.07%"
"159   Worth County","23","0.19%","92.0%","2","0.12%","8.0%","25","0.18%"
"Total Reported","12,118","100.00%","88.30%","1,606","100.00%","11.70%","13,724","100.00%"
