"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"077 
Irwin County","9",".07%","100.00%","","","","9",".07%"
"078 
Jackson County","87",".70%","89.69%","10",".70%","10.31%","97",".70%"
"079 
Jasper County","16",".13%","88.89%","2",".14%","11.11%","18",".13%"
"080 
Jeff Davis County","25",".20%","96.15%","1",".07%","3.85%","26",".19%"
"081 
Jefferson County","39",".32%","92.86%","3",".21%","7.14%","42",".30%"
"082 
Jenkins County","23",".19%","92.00%","2",".14%","8.00%","25",".18%"
"083 
Johnson County","6",".05%","85.71%","1",".07%","14.29%","7",".05%"
"084 
Jones County","55",".45%","85.94%","9",".63%","14.06%","64",".46%"
"085 
Lamar County","29",".23%","93.55%","2",".14%","6.45%","31",".22%"
"086 
Lanier County","15",".12%","100.00%","","","","15",".11%"
"087 
Laurens County","78",".63%","93.98%","5",".35%","6.02%","83",".60%"
"088 
Lee County","14",".11%","82.35%","3",".21%","17.65%","17",".12%"
"089 
Liberty County","46",".37%","90.20%","5",".35%","9.80%","51",".37%"
"090 
Lincoln County","8",".06%","100.00%","","","","8",".06%"
"091 
Long County","12",".10%","100.00%","","","","12",".09%"
"092 
Lowndes County","135","1.09%","95.07%","7",".49%","4.93%","142","1.03%"
"093 
Lumpkin County","25",".20%","89.29%","3",".21%","10.71%","28",".20%"
"094 
Macon County","14",".11%","100.00%","","","","14",".10%"
"095 
Madison County","32",".26%","88.89%","4",".28%","11.11%","36",".26%"
"096 
Marion County","8",".06%","80.00%","2",".14%","20.00%","10",".07%"
"097 
Mcduffie County","36",".29%","94.74%","2",".14%","5.26%","38",".28%"
"098 
Mcintosh County","13",".11%","81.25%","3",".21%","18.75%","16",".12%"
"099 
Meriwether County","46",".37%","92.00%","4",".28%","8.00%","50",".36%"
"100 
Miller County","12",".10%","100.00%","","","","12",".09%"
"101 
Mitchell County","23",".19%","100.00%","","","","23",".17%"
"102 
Monroe County","45",".36%","88.24%","6",".42%","11.76%","51",".37%"
"103 
Montgomery County","9",".07%","75.00%","3",".21%","25.00%","12",".09%"
"104 
Morgan County","39",".32%","95.12%","2",".14%","4.88%","41",".30%"
"105 
Murray County","82",".66%","76.64%","25","1.75%","23.36%","107",".78%"
"106 
Muscogee County","300","2.43%","90.91%","30","2.11%","9.09%","330","2.39%"
"107 
Newton County","190","1.54%","85.59%","32","2.25%","14.41%","222","1.61%"
"108 
Oconee County","8",".06%","100.00%","","","","8",".06%"
"109 
Oglethorpe County","19",".15%","90.48%","2",".14%","9.52%","21",".15%"
"110 
Paulding County","73",".59%","90.12%","8",".56%","9.88%","81",".59%"
"111 
Peach County","30",".24%","88.24%","4",".28%","11.76%","34",".25%"
"112 
Pickens County","29",".23%","93.55%","2",".14%","6.45%","31",".22%"
"113 
Pierce County","39",".32%","82.98%","8",".56%","17.02%","47",".34%"
"114 
Pike County","9",".07%","81.82%","2",".14%","18.18%","11",".08%"
