"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"039 
Crawford County","7",".06%","100.00%","","","","7",".05%"
"040 
Crisp County","105",".86%","92.11%","9",".65%","7.89%","114",".84%"
"041 
Dade County","38",".31%","84.44%","7",".51%","15.56%","45",".33%"
"042 
Dawson County","33",".27%","89.19%","4",".29%","10.81%","37",".27%"
"043 
Decatur County","60",".49%","92.31%","5",".36%","7.69%","65",".48%"
"044 
Dekalb County","254","2.08%","96.58%","9",".65%","3.42%","263","1.93%"
"045 
Dodge County","38",".31%","79.17%","10",".72%","20.83%","48",".35%"
"046 
Dooly County","42",".34%","93.33%","3",".22%","6.67%","45",".33%"
"047 
Dougherty County","192","1.57%","92.75%","15","1.08%","7.25%","207","1.52%"
"048 
Douglas County","268","2.19%","92.10%","23","1.66%","7.90%","291","2.14%"
"049 
Early County","19",".16%","90.48%","2",".14%","9.52%","21",".15%"
"050 
Echols County","2",".02%","66.67%","1",".07%","33.33%","3",".02%"
"051 
Effingham County","76",".62%","88.37%","10",".72%","11.63%","86",".63%"
"052 
Elbert County","36",".29%","90.00%","4",".29%","10.00%","40",".29%"
"053 
Emanuel County","43",".35%","89.58%","5",".36%","10.42%","48",".35%"
"054 
Evans County","13",".11%","100.00%","","","","13",".10%"
"055 
Fannin County","41",".34%","91.11%","4",".29%","8.89%","45",".33%"
"056 
Fayette County","120",".98%","90.91%","12",".87%","9.09%","132",".97%"
"057 
Floyd County","341","2.79%","87.21%","50","3.61%","12.79%","391","2.87%"
"058 
Forsyth County","140","1.15%","88.61%","18","1.30%","11.39%","158","1.16%"
"059 
Franklin County","46",".38%","85.19%","8",".58%","14.81%","54",".40%"
"060 
Fulton County","553","4.52%","94.21%","34","2.45%","5.79%","587","4.31%"
"061 
Gilmer County","33",".27%","89.19%","4",".29%","10.81%","37",".27%"
"062 
Glascock County","1",".01%","100.00%","","","","1",".01%"
"063 
Glynn County","121",".99%","93.80%","8",".58%","6.20%","129",".95%"
"064 
Gordon County","146","1.19%","87.95%","20","1.44%","12.05%","166","1.22%"
"065 
Grady County","42",".34%","89.36%","5",".36%","10.64%","47",".35%"
"066 
Greene County","40",".33%","90.91%","4",".29%","9.09%","44",".32%"
"067 
Gwinnett County","596","4.87%","91.98%","52","3.75%","8.02%","648","4.76%"
"068 
Habersham County","36",".29%","78.26%","10",".72%","21.74%","46",".34%"
"069 
Hall County","165","1.35%","88.24%","22","1.59%","11.76%","187","1.37%"
"070 
Hancock County","12",".10%","100.00%","","","","12",".09%"
"071 
Haralson County","54",".44%","90.00%","6",".43%","10.00%","60",".44%"
"072 
Harris County","20",".16%","95.24%","1",".07%","4.76%","21",".15%"
"073 
Hart County","40",".33%","83.33%","8",".58%","16.67%","48",".35%"
"074 
Heard County","10",".08%","83.33%","2",".14%","16.67%","12",".09%"
"075 
Henry County","223","1.82%","85.11%","39","2.82%","14.89%","262","1.92%"
"076 
Houston County","245","2.00%","91.42%","23","1.66%","8.58%","268","1.97%"
