"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"076
Houston County","191","1.20%","90.09%","21","1.07%","9.91%","212","1.19%"
"077
Irwin County","20",".13%","86.96%","3",".15%","13.04%","23",".13%"
"078
Jackson County","77",".48%","81.91%","17",".87%","18.09%","94",".53%"
"079
Jasper County","21",".13%","87.50%","3",".15%","12.50%","24",".13%"
"080
Jeff Davis County","29",".18%","90.63%","3",".15%","9.38%","32",".18%"
"081
Jefferson County","39",".24%","97.50%","1",".05%","2.50%","40",".22%"
"082
Jenkins County","15",".09%","100.00%","","","","15",".08%"
"083
Johnson County","14",".09%","87.50%","2",".10%","12.50%","16",".09%"
"084
Jones County","77",".48%","87.50%","11",".56%","12.50%","88",".49%"
"085
Lamar County","25",".16%","96.15%","1",".05%","3.85%","26",".15%"
"086
Lanier County","15",".09%","100.00%","","","","15",".08%"
"087
Laurens County","123",".77%","93.18%","9",".46%","6.82%","132",".74%"
"088
Lee County","26",".16%","100.00%","","","","26",".15%"
"089
Liberty County","95",".60%","90.48%","10",".51%","9.52%","105",".59%"
"090
Lincoln County","7",".04%","100.00%","","","","7",".04%"
"091
Long County","23",".14%","85.19%","4",".20%","14.81%","27",".15%"
"092
Lowndes County","162","1.02%","92.57%","13",".66%","7.43%","175",".98%"
"093
Lumpkin County","40",".25%","86.96%","6",".31%","13.04%","46",".26%"
"094
Macon County","11",".07%","91.67%","1",".05%","8.33%","12",".07%"
"095
Madison County","54",".34%","93.10%","4",".20%","6.90%","58",".32%"
"096
Marion County","6",".04%","85.71%","1",".05%","14.29%","7",".04%"
"097
Mcduffie County","63",".40%","92.65%","5",".26%","7.35%","68",".38%"
"098
Mcintosh County","25",".16%","92.59%","2",".10%","7.41%","27",".15%"
"099
Meriwether County","69",".43%","88.46%","9",".46%","11.54%","78",".44%"
"100
Miller County","10",".06%","100.00%","","","","10",".06%"
"101
Mitchell County","40",".25%","88.89%","5",".26%","11.11%","45",".25%"
"102
Monroe County","53",".33%","92.98%","4",".20%","7.02%","57",".32%"
"103
Montgomery County","14",".09%","100.00%","","","","14",".08%"
"104
Morgan County","48",".30%","87.27%","7",".36%","12.73%","55",".31%"
"105
Murray County","59",".37%","89.39%","7",".36%","10.61%","66",".37%"
"106
Muscogee County","311","1.95%","93.11%","23","1.18%","6.89%","334","1.87%"
"107
Newton County","227","1.42%","89.37%","27","1.38%","10.63%","254","1.42%"
"108
Oconee County","17",".11%","100.00%","","","","17",".10%"
"109
Oglethorpe County","19",".12%","86.36%","3",".15%","13.64%","22",".12%"
"110
Paulding County","81",".51%","86.17%","13",".66%","13.83%","94",".53%"
"111
Peach County","19",".12%","79.17%","5",".26%","20.83%","24",".13%"
"112
Pickens County","32",".20%","86.49%","5",".26%","13.51%","37",".21%"
"113
Pierce County","30",".19%","96.77%","1",".05%","3.23%","31",".17%"
