"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"076
Houston County","198","1.29%","90.00%","22","1.13%","10.00%","220","1.27%"
"077
Irwin County","18",".12%","100.00%","","","","18",".10%"
"078
Jackson County","83",".54%","89.25%","10",".51%","10.75%","93",".54%"
"079
Jasper County","22",".14%","70.97%","9",".46%","29.03%","31",".18%"
"080
Jeff Davis County","22",".14%","84.62%","4",".21%","15.38%","26",".15%"
"081
Jefferson County","43",".28%","100.00%","","","","43",".25%"
"082
Jenkins County","28",".18%","93.33%","2",".10%","6.67%","30",".17%"
"083
Johnson County","17",".11%","100.00%","","","","17",".10%"
"084
Jones County","78",".51%","90.70%","8",".41%","9.30%","86",".50%"
"085
Lamar County","22",".14%","95.65%","1",".05%","4.35%","23",".13%"
"086
Lanier County","18",".12%","94.74%","1",".05%","5.26%","19",".11%"
"087
Laurens County","102",".67%","92.73%","8",".41%","7.27%","110",".64%"
"088
Lee County","27",".18%","81.82%","6",".31%","18.18%","33",".19%"
"089
Liberty County","65",".42%","90.28%","7",".36%","9.72%","72",".42%"
"090
Lincoln County","11",".07%","91.67%","1",".05%","8.33%","12",".07%"
"091
Long County","14",".09%","87.50%","2",".10%","12.50%","16",".09%"
"092
Lowndes County","158","1.03%","96.34%","6",".31%","3.66%","164",".95%"
"093
Lumpkin County","28",".18%","87.50%","4",".21%","12.50%","32",".19%"
"094
Macon County","19",".12%","100.00%","","","","19",".11%"
"095
Madison County","37",".24%","80.43%","9",".46%","19.57%","46",".27%"
"096
Marion County","6",".04%","75.00%","2",".10%","25.00%","8",".05%"
"097
Mcduffie County","47",".31%","94.00%","3",".15%","6.00%","50",".29%"
"098
Mcintosh County","20",".13%","90.91%","2",".10%","9.09%","22",".13%"
"099
Meriwether County","48",".31%","81.36%","11",".57%","18.64%","59",".34%"
"100
Miller County","12",".08%","100.00%","","","","12",".07%"
"101
Mitchell County","39",".25%","84.78%","7",".36%","15.22%","46",".27%"
"102
Monroe County","46",".30%","85.19%","8",".41%","14.81%","54",".31%"
"103
Montgomery County","11",".07%","91.67%","1",".05%","8.33%","12",".07%"
"104
Morgan County","50",".33%","83.33%","10",".51%","16.67%","60",".35%"
"105
Murray County","66",".43%","84.62%","12",".62%","15.38%","78",".45%"
"106
Muscogee County","310","2.02%","91.18%","30","1.54%","8.82%","340","1.97%"
"107
Newton County","244","1.59%","85.61%","41","2.11%","14.39%","285","1.65%"
"108
Oconee County","15",".10%","93.75%","1",".05%","6.25%","16",".09%"
"109
Oglethorpe County","16",".10%","94.12%","1",".05%","5.88%","17",".10%"
"110
Paulding County","68",".44%","88.31%","9",".46%","11.69%","77",".45%"
"111
Peach County","30",".20%","90.91%","3",".15%","9.09%","33",".19%"
"112
Pickens County","30",".20%","78.95%","8",".41%","21.05%","38",".22%"
"113
Pierce County","35",".23%","85.37%","6",".31%","14.63%","41",".24%"
