"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"077 
Irwin County","13",".11%","86.67%","2",".14%","13.33%","15",".11%"
"078 
Jackson County","96",".79%","86.49%","15","1.08%","13.51%","111",".82%"
"079 
Jasper County","16",".13%","84.21%","3",".22%","15.79%","19",".14%"
"080 
Jeff Davis County","17",".14%","89.47%","2",".14%","10.53%","19",".14%"
"081 
Jefferson County","31",".25%","83.78%","6",".43%","16.22%","37",".27%"
"082 
Jenkins County","14",".11%","100.00%","","","","14",".10%"
"083 
Johnson County","3",".02%","100.00%","","","","3",".02%"
"084 
Jones County","60",".49%","86.96%","9",".65%","13.04%","69",".51%"
"085 
Lamar County","38",".31%","84.44%","7",".51%","15.56%","45",".33%"
"086 
Lanier County","21",".17%","87.50%","3",".22%","12.50%","24",".18%"
"087 
Laurens County","63",".52%","94.03%","4",".29%","5.97%","67",".49%"
"088 
Lee County","26",".21%","92.86%","2",".14%","7.14%","28",".21%"
"089 
Liberty County","41",".34%","85.42%","7",".51%","14.58%","48",".35%"
"090 
Lincoln County","10",".08%","71.43%","4",".29%","28.57%","14",".10%"
"091 
Long County","22",".18%","95.65%","1",".07%","4.35%","23",".17%"
"092 
Lowndes County","116",".95%","91.34%","11",".79%","8.66%","127",".93%"
"093 
Lumpkin County","20",".16%","95.24%","1",".07%","4.76%","21",".15%"
"094 
Macon County","5",".04%","83.33%","1",".07%","16.67%","6",".04%"
"095 
Madison County","58",".47%","92.06%","5",".36%","7.94%","63",".46%"
"096 
Marion County","6",".05%","100.00%","","","","6",".04%"
"097 
Mcduffie County","36",".29%","92.31%","3",".22%","7.69%","39",".29%"
"098 
Mcintosh County","24",".20%","88.89%","3",".22%","11.11%","27",".20%"
"099 
Meriwether County","51",".42%","91.07%","5",".36%","8.93%","56",".41%"
"100 
Miller County","14",".11%","100.00%","","","","14",".10%"
"101 
Mitchell County","37",".30%","92.50%","3",".22%","7.50%","40",".29%"
"102 
Monroe County","61",".50%","85.92%","10",".72%","14.08%","71",".52%"
"103 
Montgomery County","11",".09%","91.67%","1",".07%","8.33%","12",".09%"
"104 
Morgan County","52",".43%","86.67%","8",".58%","13.33%","60",".44%"
"105 
Murray County","113",".92%","80.14%","28","2.02%","19.86%","141","1.04%"
"106 
Muscogee County","225","1.84%","88.93%","28","2.02%","11.07%","253","1.86%"
"107 
Newton County","249","2.04%","89.57%","29","2.09%","10.43%","278","2.04%"
"108 
Oconee County","8",".07%","100.00%","","","","8",".06%"
"109 
Oglethorpe County","17",".14%","94.44%","1",".07%","5.56%","18",".13%"
"110 
Paulding County","74",".61%","89.16%","9",".65%","10.84%","83",".61%"
"111 
Peach County","18",".15%","100.00%","","","","18",".13%"
"112 
Pickens County","35",".29%","79.55%","9",".65%","20.45%","44",".32%"
"113 
Pierce County","38",".31%","88.37%","5",".36%","11.63%","43",".32%"
"114 
Pike County","18",".15%","94.74%","1",".07%","5.26%","19",".14%"
