"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"076
Houston County","232","1.28%","88.55%","30","1.36%","11.45%","262","1.29%"
"077
Irwin County","26",".14%","89.66%","3",".14%","10.34%","29",".14%"
"078
Jackson County","83",".46%","85.57%","14",".63%","14.43%","97",".48%"
"079
Jasper County","19",".10%","76.00%","6",".27%","24.00%","25",".12%"
"080
Jeff Davis County","38",".21%","90.48%","4",".18%","9.52%","42",".21%"
"081
Jefferson County","54",".30%","94.74%","3",".14%","5.26%","57",".28%"
"082
Jenkins County","15",".08%","88.24%","2",".09%","11.76%","17",".08%"
"083
Johnson County","11",".06%","100.00%","","","","11",".05%"
"084
Jones County","79",".43%","81.44%","18",".81%","18.56%","97",".48%"
"085
Lamar County","27",".15%","90.00%","3",".14%","10.00%","30",".15%"
"086
Lanier County","13",".07%","100.00%","","","","13",".06%"
"087
Laurens County","101",".56%","93.52%","7",".32%","6.48%","108",".53%"
"088
Lee County","32",".18%","91.43%","3",".14%","8.57%","35",".17%"
"089
Liberty County","121",".67%","92.37%","10",".45%","7.63%","131",".64%"
"090
Lincoln County","10",".06%","83.33%","2",".09%","16.67%","12",".06%"
"091
Long County","38",".21%","92.68%","3",".14%","7.32%","41",".20%"
"092
Lowndes County","173",".95%","93.51%","12",".54%","6.49%","185",".91%"
"093
Lumpkin County","32",".18%","82.05%","7",".32%","17.95%","39",".19%"
"094
Macon County","13",".07%","92.86%","1",".05%","7.14%","14",".07%"
"095
Madison County","35",".19%","89.74%","4",".18%","10.26%","39",".19%"
"096
Marion County","8",".04%","100.00%","","","","8",".04%"
"097
Mcduffie County","52",".29%","91.23%","5",".23%","8.77%","57",".28%"
"098
Mcintosh County","29",".16%","78.38%","8",".36%","21.62%","37",".18%"
"099
Meriwether County","43",".24%","97.73%","1",".05%","2.27%","44",".22%"
"100
Miller County","8",".04%","100.00%","","","","8",".04%"
"101
Mitchell County","47",".26%","90.38%","5",".23%","9.62%","52",".26%"
"102
Monroe County","47",".26%","85.45%","8",".36%","14.55%","55",".27%"
"103
Montgomery County","16",".09%","100.00%","","","","16",".08%"
"104
Morgan County","61",".34%","89.71%","7",".32%","10.29%","68",".33%"
"105
Murray County","48",".26%","87.27%","7",".32%","12.73%","55",".27%"
"106
Muscogee County","344","1.89%","91.25%","33","1.49%","8.75%","377","1.85%"
"107
Newton County","239","1.32%","88.85%","30","1.36%","11.15%","269","1.32%"
"108
Oconee County","16",".09%","100.00%","","","","16",".08%"
"109
Oglethorpe County","24",".13%","96.00%","1",".05%","4.00%","25",".12%"
"110
Paulding County","85",".47%","84.16%","16",".72%","15.84%","101",".50%"
"111
Peach County","21",".12%","87.50%","3",".14%","12.50%","24",".12%"
"112
Pickens County","31",".17%","86.11%","5",".23%","13.89%","36",".18%"
"113
Pierce County","28",".15%","96.55%","1",".05%","3.45%","29",".14%"
