"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"77
Irwin","20",".11%","95.24%","1",".04%","4.76%","21",".10%"
"78
Jackson","64",".34%","94.12%","4",".17%","5.88%","68",".32%"
"79
Jasper","20",".11%","100.00%","","","","20",".09%"
"80
Jeff Davis","29",".15%","90.63%","3",".13%","9.38%","32",".15%"
"81
Jefferson","37",".19%","97.37%","1",".04%","2.63%","38",".18%"
"82
Jenkins","15",".08%","100.00%","","","","15",".07%"
"83
Johnson","13",".07%","86.67%","2",".09%","13.33%","15",".07%"
"84
Jones","59",".31%","88.06%","8",".34%","11.94%","67",".31%"
"85
Lamar","35",".18%","94.59%","2",".09%","5.41%","37",".17%"
"86
Lanier","24",".13%","96.00%","1",".04%","4.00%","25",".12%"
"87
Laurens","125",".66%","91.24%","12",".51%","8.76%","137",".64%"
"88
Lee","23",".12%","92.00%","2",".09%","8.00%","25",".12%"
"89
Liberty","76",".40%","87.36%","11",".47%","12.64%","87",".41%"
"90
Lincoln","9",".05%","90.00%","1",".04%","10.00%","10",".05%"
"91
Long","27",".14%","96.43%","1",".04%","3.57%","28",".13%"
"92
Lowndes","195","1.03%","89.04%","24","1.03%","10.96%","219","1.03%"
"93
Lumpkin","39",".21%","92.86%","3",".13%","7.14%","42",".20%"
"94
Macon","19",".10%","90.48%","2",".09%","9.52%","21",".10%"
"95
Madison","40",".21%","81.63%","9",".38%","18.37%","49",".23%"
"96
Marion","15",".08%","100.00%","","","","15",".07%"
"97
Mcduffie","53",".28%","96.36%","2",".09%","3.64%","55",".26%"
"98
Mcintosh","10",".05%","90.91%","1",".04%","9.09%","11",".05%"
"99
Meriwether","83",".44%","93.26%","6",".26%","6.74%","89",".42%"
"100
Miller","12",".06%","92.31%","1",".04%","7.69%","13",".06%"
"101
Mitchell","70",".37%","92.11%","6",".26%","7.89%","76",".36%"
"102
Monroe","40",".21%","88.89%","5",".21%","11.11%","45",".21%"
"103
Montgomery","21",".11%","87.50%","3",".13%","12.50%","24",".11%"
"104
Morgan","60",".32%","90.91%","6",".26%","9.09%","66",".31%"
"105
Murray","68",".36%","85.00%","12",".51%","15.00%","80",".37%"
"106
Muscogee","601","3.16%","89.04%","74","3.17%","10.96%","675","3.16%"
"107
Newton","367","1.93%","88.43%","48","2.05%","11.57%","415","1.94%"
"108
Oconee","16",".08%","100.00%","","","","16",".07%"
"109
Oglethorpe","17",".09%","100.00%","","","","17",".08%"
"110
Paulding","103",".54%","88.03%","14",".60%","11.97%","117",".55%"
"111
Peach","22",".12%","91.67%","2",".09%","8.33%","24",".11%"
"112
Pickens","39",".21%","95.12%","2",".09%","4.88%","41",".19%"
"113
Pierce","18",".09%","100.00%","","","","18",".08%"
"114
Pike","18",".09%","94.74%","1",".04%","5.26%","19",".09%"
