"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"027   Chattooga County","48","0.4%","84.21%","9","0.48%","15.79%","57","0.41%"
"028   Cherokee County","140","1.16%","80.46%","34","1.82%","19.54%","174","1.25%"
"029   Clarke County","118","0.98%","88.06%","16","0.85%","11.94%","134","0.96%"
"030   Clay County","2","0.02%","100.0%","","","","2","0.01%"
"031   Clayton County","225","1.86%","87.55%","32","1.71%","12.45%","257","1.84%"
"032   Clinch County","8","0.07%","88.89%","1","0.05%","11.11%","9","0.06%"
"033   Cobb County","682","5.65%","91.3%","65","3.47%","8.7%","747","5.36%"
"034   Coffee County","53","0.44%","79.1%","14","0.75%","20.9%","67","0.48%"
"035   Colquitt County","43","0.36%","95.56%","2","0.11%","4.44%","45","0.32%"
"036   Columbia County","178","1.47%","82.03%","39","2.08%","17.97%","217","1.56%"
"037   Cook County","29","0.24%","80.56%","7","0.37%","19.44%","36","0.26%"
"038   Coweta County","293","2.43%","90.99%","29","1.55%","9.01%","322","2.31%"
"039   Crawford County","7","0.06%","87.5%","1","0.05%","12.5%","8","0.06%"
"040   Crisp County","83","0.69%","82.18%","18","0.96%","17.82%","101","0.72%"
"041   Dade County","29","0.24%","87.88%","4","0.21%","12.12%","33","0.24%"
"042   Dawson County","46","0.38%","71.88%","18","0.96%","28.13%","64","0.46%"
"043   Decatur County","68","0.56%","78.16%","19","1.01%","21.84%","87","0.62%"
"044   Dekalb County","530","4.39%","91.7%","48","2.56%","8.3%","578","4.14%"
"045   Dodge County","36","0.3%","90.0%","4","0.21%","10.0%","40","0.29%"
"046   Dooly County","19","0.16%","82.61%","4","0.21%","17.39%","23","0.16%"
"047   Dougherty County","156","1.29%","93.41%","11","0.59%","6.59%","167","1.2%"
"048   Douglas County","202","1.67%","83.47%","40","2.14%","16.53%","242","1.74%"
"049   Early County","11","0.09%","84.62%","2","0.11%","15.38%","13","0.09%"
"050   Echols County","3","0.02%","75.0%","1","0.05%","25.0%","4","0.03%"
"051   Effingham County","95","0.79%","84.07%","18","0.96%","15.93%","113","0.81%"
"052   Elbert County","41","0.34%","89.13%","5","0.27%","10.87%","46","0.33%"
"053   Emanuel County","46","0.38%","90.2%","5","0.27%","9.8%","51","0.37%"
