"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"038 
Coweta County","189","1.40%","90.43%","20","1.14%","9.57%","209","1.37%"
"039 
Crawford County","7",".05%","87.50%","1",".06%","12.50%","8",".05%"
"040 
Crisp County","94",".70%","89.52%","11",".63%","10.48%","105",".69%"
"041 
Dade County","26",".19%","78.79%","7",".40%","21.21%","33",".22%"
"042 
Dawson County","78",".58%","81.25%","18","1.03%","18.75%","96",".63%"
"043 
Decatur County","86",".64%","86.87%","13",".74%","13.13%","99",".65%"
"044 
Dekalb County","362","2.69%","94.27%","22","1.25%","5.73%","384","2.52%"
"045 
Dodge County","59",".44%","86.76%","9",".51%","13.24%","68",".45%"
"046 
Dooly County","31",".23%","86.11%","5",".29%","13.89%","36",".24%"
"047 
Dougherty County","171","1.27%","92.93%","13",".74%","7.07%","184","1.21%"
"048 
Douglas County","286","2.12%","87.73%","40","2.28%","12.27%","326","2.14%"
"049 
Early County","22",".16%","91.67%","2",".11%","8.33%","24",".16%"
"050 
Echols County","2",".01%","40.00%","3",".17%","60.00%","5",".03%"
"051 
Effingham County","158","1.17%","85.87%","26","1.48%","14.13%","184","1.21%"
"052 
Elbert County","42",".31%","89.36%","5",".29%","10.64%","47",".31%"
"053 
Emanuel County","45",".33%","86.54%","7",".40%","13.46%","52",".34%"
"054 
Evans County","27",".20%","90.00%","3",".17%","10.00%","30",".20%"
"055 
Fannin County","21",".16%","87.50%","3",".17%","12.50%","24",".16%"
"056 
Fayette County","140","1.04%","85.37%","24","1.37%","14.63%","164","1.08%"
"057 
Floyd County","250","1.86%","85.32%","43","2.45%","14.68%","293","1.93%"
"058 
Forsyth County","130",".97%","85.53%","22","1.25%","14.47%","152","1.00%"
"059 
Franklin County","58",".43%","84.06%","11",".63%","15.94%","69",".45%"
"060 
Fulton County","861","6.39%","94.82%","47","2.68%","5.18%","908","5.97%"
"061 
Gilmer County","22",".16%","78.57%","6",".34%","21.43%","28",".18%"
"062 
Glascock County","4",".03%","100.00%","","","","4",".03%"
"063 
Glynn County","181","1.34%","88.73%","23","1.31%","11.27%","204","1.34%"
"064 
Gordon County","163","1.21%","79.51%","42","2.39%","20.49%","205","1.35%"
"065 
Grady County","47",".35%","87.04%","7",".40%","12.96%","54",".35%"
"066 
Greene County","31",".23%","70.45%","13",".74%","29.55%","44",".29%"
"067 
Gwinnett County","662","4.92%","87.92%","91","5.19%","12.08%","753","4.95%"
"068 
Habersham County","40",".30%","90.91%","4",".23%","9.09%","44",".29%"
"069 
Hall County","131",".97%","91.61%","12",".68%","8.39%","143",".94%"
"070 
Hancock County","8",".06%","80.00%","2",".11%","20.00%","10",".07%"
"071 
Haralson County","82",".61%","80.39%","20","1.14%","19.61%","102",".67%"
"072 
Harris County","26",".19%","86.67%","4",".23%","13.33%","30",".20%"
"073 
Hart County","44",".33%","91.67%","4",".23%","8.33%","48",".32%"
"074 
Heard County","21",".16%","95.45%","1",".06%","4.55%","22",".14%"
"075 
Henry County","338","2.51%","89.66%","39","2.22%","10.34%","377","2.48%"
