"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"076
Houston County","187",".97%","92.57%","15",".72%","7.43%","202",".94%"
"077
Irwin County","15",".08%","100.00%","","","","15",".07%"
"078
Jackson County","72",".37%","92.31%","6",".29%","7.69%","78",".36%"
"079
Jasper County","19",".10%","95.00%","1",".05%","5.00%","20",".09%"
"080
Jeff Davis County","25",".13%","89.29%","3",".14%","10.71%","28",".13%"
"081
Jefferson County","28",".14%","93.33%","2",".10%","6.67%","30",".14%"
"082
Jenkins County","17",".09%","100.00%","","","","17",".08%"
"083
Johnson County","23",".12%","92.00%","2",".10%","8.00%","25",".12%"
"084
Jones County","43",".22%","79.63%","11",".53%","20.37%","54",".25%"
"085
Lamar County","32",".17%","94.12%","2",".10%","5.88%","34",".16%"
"086
Lanier County","20",".10%","95.24%","1",".05%","4.76%","21",".10%"
"087
Laurens County","133",".69%","91.72%","12",".58%","8.28%","145",".68%"
"088
Lee County","31",".16%","96.88%","1",".05%","3.13%","32",".15%"
"089
Liberty County","107",".55%","93.04%","8",".38%","6.96%","115",".54%"
"090
Lincoln County","9",".05%","100.00%","","","","9",".04%"
"091
Long County","20",".10%","86.96%","3",".14%","13.04%","23",".11%"
"092
Lowndes County","178",".92%","91.28%","17",".82%","8.72%","195",".91%"
"093
Lumpkin County","41",".21%","83.67%","8",".38%","16.33%","49",".23%"
"094
Macon County","16",".08%","100.00%","","","","16",".07%"
"095
Madison County","41",".21%","87.23%","6",".29%","12.77%","47",".22%"
"096
Marion County","15",".08%","83.33%","3",".14%","16.67%","18",".08%"
"097
Mcduffie County","65",".34%","98.48%","1",".05%","1.52%","66",".31%"
"098
Mcintosh County","33",".17%","100.00%","","","","33",".15%"
"099
Meriwether County","86",".45%","95.56%","4",".19%","4.44%","90",".42%"
"100
Miller County","7",".04%","87.50%","1",".05%","12.50%","8",".04%"
"101
Mitchell County","66",".34%","92.96%","5",".24%","7.04%","71",".33%"
"102
Monroe County","60",".31%","84.51%","11",".53%","15.49%","71",".33%"
"103
Montgomery County","33",".17%","94.29%","2",".10%","5.71%","35",".16%"
"104
Morgan County","75",".39%","93.75%","5",".24%","6.25%","80",".37%"
"105
Murray County","76",".39%","91.57%","7",".34%","8.43%","83",".39%"
"106
Muscogee County","538","2.79%","93.08%","40","1.92%","6.92%","578","2.70%"
"107
Newton County","268","1.39%","88.74%","34","1.64%","11.26%","302","1.41%"
"108
Oconee County","23",".12%","95.83%","1",".05%","4.17%","24",".11%"
"109
Oglethorpe County","18",".09%","94.74%","1",".05%","5.26%","19",".09%"
"110
Paulding County","95",".49%","90.48%","10",".48%","9.52%","105",".49%"
"111
Peach County","27",".14%","96.43%","1",".05%","3.57%","28",".13%"
"112
Pickens County","35",".18%","85.37%","6",".29%","14.63%","41",".19%"
"113
Pierce County","15",".08%","75.00%","5",".24%","25.00%","20",".09%"
