"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"000 
Unknown","41",".25%","87.23%","6",".28%","12.77%","47",".26%"
"001 
Appling County","39",".24%","88.64%","5",".23%","11.36%","44",".24%"
"002 
Atkinson County","16",".10%","84.21%","3",".14%","15.79%","19",".10%"
"003 
Bacon County","32",".20%","88.89%","4",".19%","11.11%","36",".20%"
"004 
Baker County","2",".01%","66.67%","1",".05%","33.33%","3",".02%"
"005 
Baldwin County","94",".58%","84.68%","17",".80%","15.32%","111",".61%"
"006 
Banks County","25",".15%","80.65%","6",".28%","19.35%","31",".17%"
"007 
Barrow County","133",".82%","89.26%","16",".75%","10.74%","149",".81%"
"008 
Bartow County","223","1.38%","79.93%","56","2.62%","20.07%","279","1.52%"
"009 
Ben Hill County","71",".44%","93.42%","5",".23%","6.58%","76",".42%"
"010 
Berrien County","24",".15%","92.31%","2",".09%","7.69%","26",".14%"
"011 
Bibb County","326","2.02%","90.56%","34","1.59%","9.44%","360","1.97%"
"012 
Bleckley County","34",".21%","85.00%","6",".28%","15.00%","40",".22%"
"013 
Brantley County","37",".23%","80.43%","9",".42%","19.57%","46",".25%"
"014 
Brooks County","10",".06%","90.91%","1",".05%","9.09%","11",".06%"
"015 
Bryan County","18",".11%","100.00%","","","","18",".10%"
"016 
Bulloch County","151",".93%","84.83%","27","1.27%","15.17%","178",".97%"
"017 
Burke County","72",".45%","93.51%","5",".23%","6.49%","77",".42%"
"018 
Butts County","40",".25%","86.96%","6",".28%","13.04%","46",".25%"
"019 
Calhoun County","8",".05%","100.00%","","","","8",".04%"
"020 
Camden County","62",".38%","89.86%","7",".33%","10.14%","69",".38%"
"021 
Candler County","36",".22%","92.31%","3",".14%","7.69%","39",".21%"
"022 
Carroll County","223","1.38%","84.47%","41","1.92%","15.53%","264","1.44%"
"023 
Catoosa County","119",".74%","81.51%","27","1.27%","18.49%","146",".80%"
"024 
Charlton County","34",".21%","89.47%","4",".19%","10.53%","38",".21%"
"025 
Chatham County","600","3.71%","92.74%","47","2.20%","7.26%","647","3.53%"
"026 
Chattahoochee County","8",".05%","100.00%","","","","8",".04%"
"027 
Chattooga County","84",".52%","75.68%","27","1.27%","24.32%","111",".61%"
"028 
Cherokee County","188","1.16%","83.19%","38","1.78%","16.81%","226","1.23%"
"029 
Clarke County","176","1.09%","89.80%","20",".94%","10.20%","196","1.07%"
"030 
Clay County","5",".03%","100.00%","","","","5",".03%"
"031 
Clayton County","410","2.54%","90.71%","42","1.97%","9.29%","452","2.47%"
"032 
Clinch County","14",".09%","82.35%","3",".14%","17.65%","17",".09%"
"033 
Cobb County","981","6.07%","88.06%","133","6.23%","11.94%","1,114","6.09%"
"034 
Coffee County","86",".53%","92.47%","7",".33%","7.53%","93",".51%"
"035 
Colquitt County","53",".33%","94.64%","3",".14%","5.36%","56",".31%"
"036 
Columbia County","161","1.00%","89.94%","18",".84%","10.06%","179",".98%"
"037 
Cook County","36",".22%","90.00%","4",".19%","10.00%","40",".22%"
