"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"038
Coweta County","188","1.23%","90.38%","20","1.03%","9.62%","208","1.20%"
"039
Crawford County","7",".05%","77.78%","2",".10%","22.22%","9",".05%"
"040
Crisp County","73",".48%","87.95%","10",".51%","12.05%","83",".48%"
"041
Dade County","37",".24%","82.22%","8",".41%","17.78%","45",".26%"
"042
Dawson County","52",".34%","89.66%","6",".31%","10.34%","58",".34%"
"043
Decatur County","61",".40%","91.04%","6",".31%","8.96%","67",".39%"
"044
Dekalb County","730","4.76%","91.82%","65","3.35%","8.18%","795","4.60%"
"045
Dodge County","61",".40%","91.04%","6",".31%","8.96%","67",".39%"
"046
Dooly County","19",".12%","90.48%","2",".10%","9.52%","21",".12%"
"047
Dougherty County","252","1.64%","90.65%","26","1.34%","9.35%","278","1.61%"
"048
Douglas County","400","2.61%","86.02%","65","3.35%","13.98%","465","2.69%"
"049
Early County","21",".14%","91.30%","2",".10%","8.70%","23",".13%"
"050
Echols County","1",".01%","100.00%","","","","1",".01%"
"051
Effingham County","60",".39%","86.96%","9",".46%","13.04%","69",".40%"
"052
Elbert County","45",".29%","91.84%","4",".21%","8.16%","49",".28%"
"053
Emanuel County","42",".27%","91.30%","4",".21%","8.70%","46",".27%"
"054
Evans County","18",".12%","90.00%","2",".10%","10.00%","20",".12%"
"055
Fannin County","23",".15%","79.31%","6",".31%","20.69%","29",".17%"
"056
Fayette County","111",".72%","83.46%","22","1.13%","16.54%","133",".77%"
"057
Floyd County","295","1.92%","85.76%","49","2.52%","14.24%","344","1.99%"
"058
Forsyth County","122",".80%","89.71%","14",".72%","10.29%","136",".79%"
"059
Franklin County","53",".35%","84.13%","10",".51%","15.87%","63",".36%"
"060
Fulton County","1,102","7.19%","94.03%","70","3.60%","5.97%","1,172","6.79%"
"061
Gilmer County","28",".18%","82.35%","6",".31%","17.65%","34",".20%"
"062
Glascock County","4",".03%","100.00%","","","","4",".02%"
"063
Glynn County","179","1.17%","92.27%","15",".77%","7.73%","194","1.12%"
"064
Gordon County","167","1.09%","83.50%","33","1.70%","16.50%","200","1.16%"
"065
Grady County","43",".28%","89.58%","5",".26%","10.42%","48",".28%"
"066
Greene County","52",".34%","96.30%","2",".10%","3.70%","54",".31%"
"067
Gwinnett County","817","5.33%","86.46%","128","6.59%","13.54%","945","5.47%"
"068
Habersham County","30",".20%","90.91%","3",".15%","9.09%","33",".19%"
"069
Hall County","212","1.38%","87.24%","31","1.60%","12.76%","243","1.41%"
"070
Hancock County","15",".10%","88.24%","2",".10%","11.76%","17",".10%"
"071
Haralson County","55",".36%","91.67%","5",".26%","8.33%","60",".35%"
"072
Harris County","33",".22%","89.19%","4",".21%","10.81%","37",".21%"
"073
Hart County","54",".35%","88.52%","7",".36%","11.48%","61",".35%"
"074
Heard County","22",".14%","84.62%","4",".21%","15.38%","26",".15%"
"075
Henry County","211","1.38%","84.74%","38","1.96%","15.26%","249","1.44%"
