"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","6,317","41.40%","82.97%","1,297","65.60%","17.03%","7,614","44.17%"
"Black","8,458","55.43%","92.85%","651","32.93%","7.15%","9,109","52.85%"
"Other
1 2 5 6 9","21",".14%","84.00%","4",".20%","16.00%","25",".15%"
"Asian","51",".33%","91.07%","5",".25%","8.93%","56",".32%"
"Unknown","5",".03%","83.33%","1",".05%","16.67%","6",".03%"
"10
Hispanic","398","2.61%","95.67%","18",".91%","4.33%","416","2.41%"
"12
Native American","8",".05%","88.89%","1",".05%","11.11%","9",".05%"
"13
Native Hawaiian","1",".01%","100.00%","","","","1",".01%"
"Total Reported","15,259","100%","88.53%","1,977","100%","11.47%","17,236","100%"
