"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","6,596","40.39%","81.89%","1,459","66.44%","18.11%","8,055","43.48%"
"Black","9,175","56.18%","92.89%","702","31.97%","7.11%","9,877","53.31%"
"Other
1 2 5 6 9","20",".12%","83.33%","4",".18%","16.67%","24",".13%"
"Asian","53",".32%","89.83%","6",".27%","10.17%","59",".32%"
"Unknown","5",".03%","83.33%","1",".05%","16.67%","6",".03%"
"10
Hispanic","473","2.90%","95.75%","21",".96%","4.25%","494","2.67%"
"12
Native American","9",".06%","75.00%","3",".14%","25.00%","12",".06%"
"Total Reported","16,331","100%","88.15%","2,196","100%","11.85%","18,527","100%"
