"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","6,706","38.55%","87.11%","992","53.80%","12.89%","7,698","40.01%"
"Black
1 2 3 6","10,659","61.28%","92.61%","851","46.15%","7.39%","11,510","59.83%"
"Indian","16",".09%","94.12%","1",".05%","5.88%","17",".09%"
"Asian","13",".07%","100.00%","","","","13",".07%"
"Total Reported","17,394","100%","90.41%","1,844","100%","9.59%","19,238","100%"
