"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","5,801","32.20%","82.92%","1,195","54.37%","17.08%","6,996","34.61%"
"Black","11,325","62.86%","92.16%","963","43.81%","7.84%","12,288","60.79%"
"Other
1 2 5 6 9","15",".08%","78.95%","4",".18%","21.05%","19",".09%"
"Asian","35",".19%","100.00%","","","","35",".17%"
"Unknown","1",".01%","100.00%","","","","1",".01%"
"10
Hispanic","826","4.59%","96.38%","31","1.41%","3.62%","857","4.24%"
"12
Native American","12",".07%","75.00%","4",".18%","25.00%","16",".08%"
"13
Native Hawaiian","","","","1",".05%","100.00%","1",".01%"
"Total Reported","18,015","100%","89.13%","2,198","100%","10.87%","20,213","100%"
