"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","5,841","38.93%","82.56%","1,234","63.77%","17.44%","7,075","41.77%"
"Black","8,610","57.38%","92.76%","672","34.73%","7.24%","9,282","54.80%"
"Other
1 2 5 6 9","12",".08%","92.31%","1",".05%","7.69%","13",".08%"
"Asian","53",".35%","85.48%","9",".47%","14.52%","62",".37%"
"Unknown","4",".03%","100.00%","","","","4",".02%"
"10
Hispanic","478","3.19%","96.18%","19",".98%","3.82%","497","2.93%"
"12
Native American","5",".03%","100.00%","","","","5",".03%"
"13
Native Hawaiian","1",".01%","100.00%","","","","1",".01%"
"Total Reported","15,004","100%","88.58%","1,935","100%","11.42%","16,939","100%"
