"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","6,469","34.60%","83.55%","1,274","55.44%","16.45%","7,743","36.88%"
"Black","11,565","61.85%","91.99%","1,007","43.82%","8.01%","12,572","59.88%"
"Other
1 2 5 6 9 1","32",".17%","88.89%","4",".17%","11.11%","36",".17%"
"Asian","33",".18%","94.29%","2",".09%","5.71%","35",".17%"
"Unknown","2",".01%","100.00%","","","","2",".01%"
"0
Hispanic","587","3.14%","98.66%","8",".35%","1.34%","595","2.83%"
"12
Native American","11",".06%","78.57%","3",".13%","21.43%","14",".07%"
"Total Reported","18,699","100%","89.06%","2,298","100%","10.94%","20,997","100%"
