"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","17,386","37.08%","90.90%","1,741","51.99%","9.10%","19,127","38.07%"
"Black","29,409","62.71%","94.83%","1,603","47.87%","5.17%","31,012","61.72%"
"Indian","54",".12%","96.43%","2",".06%","3.57%","56",".11%"
"Asian","45",".10%","93.75%","3",".09%","6.25%","48",".10%"
"Total Reported","46,894","100%","93.33%","3,349","100%","6.67%","50,243","100%"
"Not Reported","203","","","11","","","214",""
"Grand Total","47,097","","","3,360","","","50,457",""
