"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,839","37.33%","90.60%","1,955","54.75%","9.40%","20,794","38.48%"
"Black","31,523","62.46%","95.14%","1,609","45.06%","4.86%","33,132","61.31%"
"Indian","59",".12%","93.65%","4",".11%","6.35%","63",".12%"
"Asian","50",".10%","94.34%","3",".08%","5.66%","53",".10%"
"Total Reported","50,471","100%","93.39%","3,571","100%","6.61%","54,042","100%"
"Not Reported","226","","","13","","","239",""
"Grand Total","50,697","","","3,584","","","54,281",""
