"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,022","36.16%","90.21%","1,956","52.51%","9.79%","19,978","37.30%"
"Black","31,689","63.58%","94.74%","1,758","47.19%","5.26%","33,447","62.44%"
"Indian","67",".13%","95.71%","3",".08%","4.29%","70",".13%"
"Asian","61",".12%","88.41%","8",".21%","11.59%","69",".13%"
"Total Reported","49,839","100%","93.05%","3,725","100%","6.95%","53,564","100%"
"Not Reported","303","","","15","","","318",""
"Grand Total","50,142","","","3,740","","","53,882",""
