"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","16,737","36.67%","92.27%","1,403","49.33%","7.73%","18,140","37.41%"
"Black","28,810","63.12%","95.25%","1,436","50.49%","4.75%","30,246","62.38%"
"Indian","53",".12%","96.36%","2",".07%","3.64%","55",".11%"
"Asian","42",".09%","93.33%","3",".11%","6.67%","45",".09%"
"Total Reported","45,642","100%","94.13%","2,844","100%","5.87%","48,486","100%"
"Not Reported","181","","","7","","","188",""
"Grand Total","45,823","","","2,851","","","48,674",""
