"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,398","37.23%","90.77%","1,870","53.38%","9.23%","20,268","38.30%"
"Black","30,926","62.58%","95.00%","1,628","46.47%","5.00%","32,554","61.51%"
"Indian","55",".11%","96.49%","2",".06%","3.51%","57",".11%"
"Asian","42",".08%","93.33%","3",".09%","6.67%","45",".09%"
"Total Reported","49,421","100%","93.38%","3,503","100%","6.62%","52,924","100%"
"Not Reported","234","","","12","","","246",""
"Grand Total","49,655","","","3,515","","","53,170",""
