"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,586","37.01%","90.56%","1,937","54.59%","9.44%","20,523","38.17%"
"Black","31,510","62.75%","95.16%","1,604","45.21%","4.84%","33,114","61.59%"
"Indian","63",".13%","96.92%","2",".06%","3.08%","65",".12%"
"Asian","58",".12%","92.06%","5",".14%","7.94%","63",".12%"
"Total Reported","50,217","100%","93.4%","3,548","100%","6.6%","53,765","100%"
"Not Reported","240","","","11","","","251",""
"Grand Total","50,457","","","3,559","","","54,016",""
