"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","17,691","36.30%","90.07%","1,950","53.16%","9.93%","19,641","37.48%"
"Black","30,919","63.44%","94.77%","1,708","46.56%","5.23%","32,627","62.26%"
"Indian","68",".14%","97.14%","2",".05%","2.86%","70",".13%"
"Asian","57",".12%","87.69%","8",".22%","12.31%","65",".12%"
"Total Reported","48,735","100%","93%","3,668","100%","7%","52,403","100%"
"Not Reported","237","","","9","","","246",""
"Grand Total","48,972","","","3,677","","","52,649",""
