"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,563","37.33%","90.55%","1,937","54.33%","9.45%","20,500","38.46%"
"Black","31,069","62.47%","95.04%","1,621","45.47%","4.96%","32,690","61.34%"
"Indian","56",".11%","93.33%","4",".11%","6.67%","60",".11%"
"Asian","43",".09%","93.48%","3",".08%","6.52%","46",".09%"
"Total Reported","49,731","100%","93.31%","3,565","100%","6.69%","53,296","100%"
"Not Reported","225","","","13","","","238",""
"Grand Total","49,956","","","3,578","","","53,534",""
