"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","16,437","36.52%","92.56%","1,321","48.57%","7.44%","17,758","37.21%"
"Black","28,477","63.27%","95.33%","1,395","51.29%","4.67%","29,872","62.59%"
"Indian","52",".12%","96.30%","2",".07%","3.70%","54",".11%"
"Asian","44",".10%","95.65%","2",".07%","4.35%","46",".10%"
"Total Reported","45,010","100%","94.3%","2,720","100%","5.7%","47,730","100%"
"Not Reported","176","","","6","","","182",""
"Grand Total","45,186","","","2,726","","","47,912",""
