"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,270","55.94%","93.46%","1,837","49.66%","6.54%","28,107","55.48%"
"Sex Crime","8,978","19.12%","98.48%","139","3.76%","1.52%","9,117","18.00%"
"Property","4,875","10.38%","88.32%","645","17.44%","11.68%","5,520","10.90%"
"Drug","3,983","8.48%","83.03%","814","22.01%","16.97%","4,797","9.47%"
"Habit/DUI","69",".15%","90.79%","7",".19%","9.21%","76",".15%"
"Other","2,786","5.93%","91.55%","257","6.95%","8.45%","3,043","6.01%"
"Total Reported","46,961","100%","92.7%","3,699","100%","7.3%","50,660","100%"
