"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,022","56.45%","93.33%","1,930","50.70%","6.67%","28,952","56.03%"
"Sex Crime","9,095","19.00%","98.44%","144","3.78%","1.56%","9,239","17.88%"
"Property","4,671","9.76%","88.40%","613","16.10%","11.60%","5,284","10.23%"
"Drug","4,087","8.54%","82.97%","839","22.04%","17.03%","4,926","9.53%"
"Habit/DUI","72",".15%","84.71%","13",".34%","15.29%","85",".16%"
"Other","2,920","6.10%","91.59%","268","7.04%","8.41%","3,188","6.17%"
"Total Reported","47,867","100%","92.63%","3,807","100%","7.37%","51,674","100%"
