"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,419","52.25%","93.90%","1,716","44.79%","6.10%","28,135","51.73%"
"Sex Crime","8,294","16.40%","98.43%","132","3.45%","1.57%","8,426","15.49%"
"Property","8,024","15.87%","89.07%","985","25.71%","10.93%","9,009","16.56%"
"Drug","5,308","10.50%","86.77%","809","21.12%","13.23%","6,117","11.25%"
"Habit/DUI","95",".19%","90.48%","10",".26%","9.52%","105",".19%"
"Other","2,420","4.79%","93.11%","179","4.67%","6.89%","2,599","4.78%"
"Total Reported","50,560","100%","92.96%","3,831","100%","7.04%","54,391","100%"
