"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,633","45.55%","94.21%","1,389","36.55%","5.78%","24,024","44.91%"
"Sex Crime","7,695","15.49%","98.67%","104","2.74%","1.33%","7,799","14.58%"
"Property","9,311","18.74%","88.16%","1,250","32.89%","11.84%","10,561","19.74%"
"Drug","7,907","15.91%","89.62%","915","24.08%","10.37%","8,823","16.49%"
"Habit/DUI","114",".23%","95.00%","6",".16%","5.00%","120",".22%"
"Other","2,030","4.09%","93.72%","136","3.58%","6.28%","2,166","4.05%"
"Total Reported","49,690","100%","92.89%","3,800","100%","7.1%","53,493","100%"
