"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,035","45.02%","94.35%","1,319","35.91%","5.65%","23,354","44.39%"
"Sex Crime","7,560","15.45%","98.62%","106","2.89%","1.38%","7,666","14.57%"
"Property","9,168","18.73%","88.53%","1,188","32.34%","11.47%","10,356","19.68%"
"Drug","8,072","16.49%","89.78%","919","25.02%","10.22%","8,991","17.09%"
"Habit/DUI","124",".25%","95.38%","6",".16%","4.62%","130",".25%"
"Other","1,983","4.05%","93.63%","135","3.68%","6.37%","2,118","4.03%"
"Total Reported","48,942","100%","93.02%","3,673","100%","6.98%","52,615","100%"
