"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","28,063","56.76%","93.12%","2,075","51.82%","6.88%","30,138","56.39%"
"Sex Crime","9,447","19.11%","98.43%","151","3.77%","1.57%","9,598","17.96%"
"Property","4,738","9.58%","87.59%","671","16.76%","12.41%","5,409","10.12%"
"Drug","3,971","8.03%","83.23%","800","19.98%","16.77%","4,771","8.93%"
"Habit/DUI","79","0.16%","85.87%","13","0.32%","14.13%","92","0.17%"
"Other","3,140","6.35%","91.44%","294","7.34%","8.56%","3,434","6.43%"
"Total Reported","49,438","100.00%","92.51%","4,004","100.00%","7.49%","53,442","100.00%"
