"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,631","56.67%","93.15%","2,032","50.72%","6.85%","29,663","56.22%"
"Sex Crime","9,224","18.92%","98.44%","146","3.64%","1.56%","9,370","17.76%"
"Property","4,706","9.65%","87.59%","667","16.65%","12.41%","5,373","10.18%"
"Drug","4,010","8.22%","82.17%","870","21.72%","17.83%","4,880","9.25%"
"Habit/DUI","77","0.16%","83.7%","15","0.37%","16.3%","92","0.17%"
"Other","3,111","6.38%","91.85%","276","6.89%","8.15%","3,387","6.42%"
"Total Reported","48,759","100.00%","92.41%","4,006","100.00%","7.59%","52,765","100.00%"
