"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,743","52.40%","93.76%","1,779","44.66%","6.24%","28,522","51.84%"
"Sex Crime","8,684","17.02%","98.35%","146","3.67%","1.65%","8,830","16.05%"
"Property","7,491","14.68%","89.17%","910","22.85%","10.83%","8,401","15.27%"
"Drug","5,344","10.47%","85.63%","897","22.52%","14.37%","6,241","11.34%"
"Habit/DUI","98",".19%","87.50%","14",".35%","12.50%","112",".20%"
"Other","2,677","5.25%","91.87%","237","5.95%","8.13%","2,914","5.30%"
"Total Reported","51,037","100%","92.76%","3,983","100%","7.24%","55,020","100%"
