"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent/Sex","27,598","61.16%","95.59%","1,272","46.73%","4.41%","28,870","60.34%"
"Property","8,803","19.51%","91.22%","847","31.12%","8.78%","9,650","20.17%"
"Drug","6,554","14.52%","92.99%","494","18.15%","7.01%","7,048","14.73%"
"Other","2,171","4.81%","95.22%","109","4.00%","4.78%","2,280","4.77%"
"Total Reported","45,126","100%","94.31%","2,722","100%","5.69%","47,848","100%"
