"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,650","55.58%","93.85%","1,614","50.48%","6.15%","26,264","55.23%"
"Sex Crime","8,178","18.44%","98.39%","134","4.19%","1.61%","8,312","17.48%"
"Property","5,122","11.55%","90.08%","564","17.64%","9.92%","5,686","11.96%"
"Drug","3,983","8.98%","85.62%","669","20.93%","14.38%","4,652","9.78%"
"Habit/DUI","80",".18%","86.02%","13",".41%","13.98%","93",".20%"
"Other","2,340","5.28%","92.02%","203","6.35%","7.98%","2,543","5.35%"
"Total Reported","44,353","100%","93.28%","3,197","100%","6.72%","47,550","100%"
