"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,640","52.24%","93.95%","1,715","43.45%","6.05%","28,355","51.61%"
"Sex Crime","8,469","16.61%","98.45%","133","3.37%","1.55%","8,602","15.66%"
"Property","7,854","15.40%","88.73%","998","25.29%","11.27%","8,852","16.11%"
"Drug","5,379","10.55%","85.94%","880","22.30%","14.06%","6,259","11.39%"
"Habit/DUI","89",".17%","87.25%","13",".33%","12.75%","102",".19%"
"Other","2,560","5.02%","92.49%","208","5.27%","7.51%","2,768","5.04%"
"Total Reported","50,991","100%","92.82%","3,947","100%","7.18%","54,938","100%"
