"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,646","46.17%","94.17%","1,401","38.08%","5.83%","24,047","45.61%"
"Sex Crime","7,609","15.51%","98.52%","114","3.10%","1.48%","7,723","14.65%"
"Property","9,201","18.76%","88.50%","1,196","32.51%","11.50%","10,397","19.72%"
"Drug","7,538","15.37%","90.06%","832","22.61%","9.94%","8,370","15.87%"
"Habit/DUI","102",".21%","91.89%","9",".24%","8.11%","111",".21%"
"Other","1,951","3.98%","93.89%","127","3.45%","6.11%","2,078","3.94%"
"Total Reported","49,047","100%","93.02%","3,679","100%","6.98%","52,726","100%"
