"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,438","52.19%","93.92%","1,710","44.59%","6.08%","28,148","51.66%"
"Sex Crime","8,312","16.41%","98.46%","130","3.39%","1.54%","8,442","15.49%"
"Property","8,038","15.87%","89.05%","988","25.76%","10.95%","9,026","16.56%"
"Drug","5,341","10.54%","86.80%","812","21.17%","13.20%","6,153","11.29%"
"Habit/DUI","95",".19%","90.48%","10",".26%","9.52%","105",".19%"
"Other","2,433","4.80%","92.93%","185","4.82%","7.07%","2,618","4.80%"
"Total Reported","50,657","100%","92.96%","3,835","100%","7.04%","54,492","100%"
