"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,721","55.61%","93.83%","1,625","49.88%","6.17%","26,346","55.22%"
"Sex Crime","8,225","18.50%","98.42%","132","4.05%","1.58%","8,357","17.52%"
"Property","5,089","11.45%","89.78%","579","17.77%","10.22%","5,668","11.88%"
"Drug","3,970","8.93%","85.17%","691","21.21%","14.83%","4,661","9.77%"
"Habit/DUI","85",".19%","88.54%","11",".34%","11.46%","96",".20%"
"Other","2,364","5.32%","91.49%","220","6.75%","8.51%","2,584","5.42%"
"Total Reported","44,454","100%","93.17%","3,258","100%","6.83%","47,712","100%"
