"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,466","55.61%","93.89%","1,592","50.85%","6.11%","26,058","55.30%"
"Sex Crime","8,121","18.46%","98.36%","135","4.31%","1.64%","8,256","17.52%"
"Property","5,112","11.62%","90.59%","531","16.96%","9.41%","5,643","11.97%"
"Drug","3,971","9.03%","85.69%","663","21.18%","14.31%","4,634","9.83%"
"Habit/DUI","83",".19%","86.46%","13",".42%","13.54%","96",".20%"
"Other","2,240","5.09%","91.92%","197","6.29%","8.08%","2,437","5.17%"
"Total Reported","43,993","100%","93.36%","3,131","100%","6.64%","47,124","100%"
