"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,594","52.35%","93.94%","1,716","43.78%","6.06%","28,310","51.73%"
"Sex Crime","8,451","16.63%","98.51%","128","3.27%","1.49%","8,579","15.68%"
"Property","7,817","15.39%","88.56%","1,010","25.77%","11.44%","8,827","16.13%"
"Drug","5,332","10.50%","86.25%","850","21.68%","13.75%","6,182","11.30%"
"Habit/DUI","96",".19%","88.07%","13",".33%","11.93%","109",".20%"
"Other","2,515","4.95%","92.53%","203","5.18%","7.47%","2,718","4.97%"
"Total Reported","50,805","100%","92.84%","3,920","100%","7.16%","54,725","100%"
