"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,038","43.48%","94.51%","1,281","36.37%","5.49%","23,319","43.02%"
"Sex Crime","7,633","15.06%","98.59%","109","3.09%","1.41%","7,742","14.28%"
"Property","9,703","19.14%","89.43%","1,147","32.57%","10.57%","10,850","20.02%"
"Drug","8,723","17.21%","91.24%","838","23.79%","8.76%","9,561","17.64%"
"Habit/DUI","158",".31%","94.05%","10",".28%","5.95%","168",".31%"
"Other","2,429","4.79%","94.66%","137","3.89%","5.34%","2,566","4.73%"
"Total Reported","50,684","100%","93.5%","3,522","100%","6.5%","54,206","100%"
