"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,742","46.65%","94.28%","1,501","38.36%","5.72%","26,243","46.08%"
"Sex Crime","8,059","15.20%","98.63%","112","2.86%","1.37%","8,171","14.35%"
"Property","10,850","20.46%","89.01%","1,340","34.24%","10.99%","12,190","21.40%"
"Drug","7,098","13.38%","89.67%","818","20.90%","10.33%","7,916","13.90%"
"Habit/DUI","121",".23%","93.80%","8",".20%","6.20%","129",".23%"
"Other","2,167","4.09%","94.18%","134","3.42%","5.82%","2,301","4.04%"
"Total Reported","53,037","100%","93.13%","3,913","100%","6.87%","56,950","100%"
