"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,994","47.33%","94.17%","1,547","39.91%","5.83%","26,541","46.82%"
"Sex Crime","8,132","15.40%","98.59%","116","2.99%","1.41%","8,248","14.55%"
"Property","10,729","20.32%","89.49%","1,260","32.51%","10.51%","11,989","21.15%"
"Drug","6,772","12.82%","89.43%","800","20.64%","10.57%","7,572","13.36%"
"Habit/DUI","103",".20%","90.35%","11",".28%","9.65%","114",".20%"
"Other","2,077","3.93%","93.60%","142","3.66%","6.40%","2,219","3.91%"
"Total Reported","52,807","100%","93.16%","3,876","100%","6.84%","56,683","100%"
