"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,068","45.04%","94.34%","1,325","35.93%","5.66%","23,393","44.40%"
"Sex Crime","7,561","15.43%","98.55%","111","3.01%","1.45%","7,672","14.56%"
"Property","9,184","18.74%","88.47%","1,197","32.46%","11.53%","10,381","19.70%"
"Drug","8,071","16.47%","89.84%","913","24.76%","10.16%","8,984","17.05%"
"Habit/DUI","130",".27%","95.59%","6",".16%","4.41%","136",".26%"
"Other","1,981","4.04%","93.58%","136","3.69%","6.42%","2,117","4.02%"
"Total Reported","48,995","100%","93%","3,688","100%","7%","52,683","100%"
