"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,490","52.37%","93.98%","1,696","44.42%","6.02%","28,186","51.81%"
"Sex Crime","8,352","16.51%","98.50%","127","3.33%","1.50%","8,479","15.58%"
"Property","7,916","15.65%","89.09%","969","25.38%","10.91%","8,885","16.33%"
"Drug","5,293","10.46%","86.40%","833","21.82%","13.60%","6,126","11.26%"
"Habit/DUI","95",".19%","90.48%","10",".26%","9.52%","105",".19%"
"Other","2,441","4.83%","93.03%","183","4.79%","6.97%","2,624","4.82%"
"Total Reported","50,587","100%","92.98%","3,818","100%","7.02%","54,405","100%"
