"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,396","55.56%","93.90%","1,584","52.38%","6.10%","25,980","55.36%"
"Sex Crime","8,019","18.26%","98.56%","117","3.87%","1.44%","8,136","17.34%"
"Property","5,412","12.33%","91.39%","510","16.87%","8.61%","5,922","12.62%"
"Drug","3,935","8.96%","85.86%","648","21.43%","14.14%","4,583","9.76%"
"Habit/DUI","70",".16%","89.74%","8",".26%","10.26%","78",".17%"
"Other","2,077","4.73%","92.97%","157","5.19%","7.03%","2,234","4.76%"
"Total Reported","43,909","100%","93.56%","3,024","100%","6.44%","46,933","100%"
