"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent/Sex","27,561","60.91%","95.60%","1,269","44.98%","4.40%","28,830","59.98%"
"Property","8,723","19.28%","90.73%","891","31.58%","9.27%","9,614","20.00%"
"Drug","6,720","14.85%","92.54%","542","19.21%","7.46%","7,262","15.11%"
"Other","2,245","4.96%","94.97%","119","4.22%","5.03%","2,364","4.92%"
"Total Reported","45,249","100%","94.13%","2,821","100%","5.87%","48,070","100%"
