"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,831","46.56%","94.32%","1,494","38.53%","5.68%","26,325","46.01%"
"Sex Crime","8,071","15.13%","98.61%","114","2.94%","1.39%","8,185","14.31%"
"Property","10,972","20.57%","89.25%","1,322","34.10%","10.75%","12,294","21.49%"
"Drug","7,149","13.40%","89.86%","807","20.82%","10.14%","7,956","13.91%"
"Habit/DUI","118",".22%","94.40%","7",".18%","5.60%","125",".22%"
"Other","2,195","4.12%","94.29%","133","3.43%","5.71%","2,328","4.07%"
"Total Reported","53,336","100%","93.22%","3,877","100%","6.78%","57,213","100%"
