"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","20,926","44.35%","94.50%","1,219","36.11%","5.50%","22,145","43.80%"
"Sex Crime","7,050","14.94%","98.67%","95","2.81%","1.33%","7,145","14.13%"
"Property","8,908","18.88%","89.18%","1,081","32.02%","10.82%","9,989","19.76%"
"Drug","7,947","16.84%","90.36%","848","25.12%","9.64%","8,795","17.39%"
"Habit/DUI","145",".31%","92.95%","11",".33%","7.05%","156",".31%"
"Other","2,211","4.69%","94.77%","122","3.61%","5.23%","2,333","4.61%"
"Total Reported","47,187","100%","93.32%","3,376","100%","6.68%","50,563","100%"
