"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,619","52.34%","93.98%","1,705","43.61%","6.02%","28,324","51.72%"
"Sex Crime","8,440","16.60%","98.48%","130","3.32%","1.52%","8,570","15.65%"
"Property","7,826","15.39%","88.54%","1,013","25.91%","11.46%","8,839","16.14%"
"Drug","5,356","10.53%","86.26%","853","21.82%","13.74%","6,209","11.34%"
"Habit/DUI","98",".19%","89.09%","12",".31%","10.91%","110",".20%"
"Other","2,517","4.95%","92.74%","197","5.04%","7.26%","2,714","4.96%"
"Total Reported","50,856","100%","92.86%","3,910","100%","7.14%","54,766","100%"
